As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2024-08-20,7600,33314,   -1555,    2495,67104,-25714,Bearish
2024-08-13,9155,30819,    -415,    -824,65751,-21664,Bullish Reversal
2024-08-06,9570,31643,    2056,  -10391,68503,-22073,Bullish Reversal
2024-07-30,7514,42034,    1895,   -5822,85475,-34520,Bullish Reversal
2024-07-23,5619,47856,    -872,   -8428,92633,-42237,Bullish Reversal
2024-07-16,6491,56284,    1153,    4858,98671,-49793,Bearish
2024-07-09,5338,51426,    -841,    1804,93433,-46088,Bearish
2024-07-02,6179,49622,    -327,    8059,92286,-43443,Bearish
2024-06-25,6506,41563,      32,   -2301,84204,-35057,Bullish Reversal
2024-06-18,6474,43864,   -1224,   -6697,88290,-37390,Bullish Reversal
2024-06-11,7698,50561,     -53,   -2953,101556,-42863,Bullish
2024-06-04,7751,53514,   -1192,     205,98815,-45763,Bearish Reversal
2024-05-28,8943,53309,    1255,    4976,100381,-44366,Bearish
2024-05-21,7688,48333,    1042,     580,94270,-40645,Bullish
2024-05-14,6646,47753,   -2591,   -3271,90701,-41107,Bullish Reversal
2024-05-07,9237,51024,   -1803,   -1802,94645,-41787,Bearish Reversal
2024-04-30,11040,52826,    1359,     583,98926,-41786,Bullish
2024-04-23,9681,52243,   -4969,    1381,96029,-42562,Bearish
2024-04-16,14650,50862,   -1976,    2472,93411,-36212,Bearish
2024-04-09,16626,48390,   -4594,    4800,90833,-31764,Bearish
2024-04-02,21220,43590,    4897,    5299,87108,-22370,Bearish
2024-03-26,16323,38291,    3320,    4788,80460,-21968,Bearish
2024-03-19,13003,33503,    1767,    4397,71545,-20500,Bearish Reversal
2024-03-12,11236,29106,   -5699,   -5380,82442,-17870,Bearish
2024-03-05,16935,34486,    1078,    6648,76166,-17551,Bearish
2024-02-27,15857,27838,    2821,    4879,65207,-11981,Bearish
2024-02-20,13036,22959,     347,    4256,60030,-9923,Bearish
2024-02-13,12689,18703,    2098,    2545,55069,-6014,Bearish
2024-02-06,10591,16158,     454,    2117,49919,-5567,Bearish
2024-01-30,10137,14041,      88,   -1179,47783,-3904,Bullish Reversal
2024-01-23,10049,15220,    -578,     855,48398,-5171,Bearish Reversal
2024-01-16,10627,14365,    -417,   -1071,50480,-3738,Bullish
2024-01-09,11044,15436,     310,    -513,50169,-4392,Bullish Reversal
2024-01-02,10734,15949,    2312,    4082,51236,-5215,Bearish
2023-12-26,8422,11867,    1699,    -944,47222,-3445,Bullish
2023-12-19,6723,12811,    2753,   -5633,45281,-6088,Bullish Reversal
2023-12-12,3970,18444,     238,   -3140,65186,-14474,Bullish
2023-12-05,3732,21584,    -568,   -3005,60356,-17852,Bullish Reversal
2023-11-28,4300,24589,    -427,     868,60479,-20289,Bearish
2023-11-21,4727,23721,    -788,   -1945,58815,-18994,Bullish Reversal
2023-11-14,5515,25666,   -2539,      50,59464,-20151,Bearish
2023-11-07,8054,25616,    -834,    1818,56756,-17562,Bearish
2023-10-31,8888,23798,    -919,   -1104,56353,-14910,Bullish Reversal
2023-10-24,9807,24902,    -520,   -2503,59266,-15095,Bullish Reversal
2023-10-17,10327,27405,   -1306,    -303,61346,-17078,Bearish Reversal
2023-10-10,11633,27708,     490,    -177,61742,-16075,Bullish
2023-10-03,11143,27885,   -1234,    6393,58673,-16742,Bearish
2023-09-26,12377,21492,     181,    1361,53900,-9115,Bearish
2023-09-19,12196,20131,    3187,    1784,46638,-7935,Bullish Reversal
2023-09-12,9009,18347,   -2485,    1528,49945,-9338,Bearish
2023-09-05,11494,16819,    3241,    4048,46670,-5325,Bearish
2023-08-29,8253,12771,   -1947,   -1295,43242,-4518,Bearish Reversal
2023-08-22,10200,14066,    1507,    1366,44326,-3866,Bullish
2023-08-15,8693,12700,     184,   -1261,42794,-4007,Bullish Reversal
2023-08-08,8509,13961,    1210,   -2085,43122,-5452,Bullish Reversal
2023-08-01,7299,16046,    -505,    -189,43983,-8747,Bearish Reversal
2023-07-25,7804,16235,    1032,    -748,44180,-8431,Bullish
2023-07-18,6772,16983,    -645,    1659,43213,-10211,Bearish Reversal
2023-07-11,7417,15324,   -3217,    1286,43563,-7907,Bearish
2023-07-03,10634,14038,    4007,    2465,40639,-3404,Bullish
2023-06-27,6627,11573,   -1695,   -1600,37379,-4946,Bearish
2023-06-20,8322,13173,     -64,    -256,36128,-4851,Bullish Reversal
2023-06-13,8386,13429,   -3193,     536,48163,-5043,Bearish
2023-06-06,11579,12893,    3097,    3976,44087,-1314,Bearish
2023-05-30,8482,8917,   -1785,   -2253,41354,-435,Bullish Reversal
2023-05-23,10267,11170,    1706,     750,44808,-903,Bullish
2023-05-16,8561,10420,    1505,   -1103,43681,-1859,Bullish
2023-05-09,7056,11523,   -1174,     294,43389,-4467,Bearish
2023-05-02,8230,11229,    1674,    1017,43251,-2999,Bullish
2023-04-25,6556,10212,    1209,     145,41736,-3656,Bullish
2023-04-18,5347,10067,    1192,    -822,40870,-4720,Bullish
2023-04-11,4155,10889,    1197,     -72,38272,-6734,Bullish
2023-04-04,2958,10961,   -1020,     909,37177,-8003,Bearish
2023-03-28,3978,10052,    -875,   -2098,34856,-6074,Bullish Reversal
2023-03-21,4853,12150,    1259,   -1409,35837,-7297,Bullish Reversal
2023-03-14,3594,13559,   -6800,    -785,39006,-9965,Bearish Reversal
2023-03-07,10394,14344,    1518,     551,46745,-3950,Bullish
2023-02-28,8876,13793,    1633,      30,41991,-4917,Bullish
2023-02-21,7243,13763,    2542,    1594,39087,-6520,Bullish
2023-02-14,4701,12169,   -2351,   -1251,37591,-7468,Bearish Reversal
2023-02-07,7052,13420,    1388,    -558,38842,-6368,Bullish
2023-01-31,5664,13978,    2040,     846,38345,-8314,Bullish
2023-01-24,3624,13132,    -295,    1272,35368,-9508,Bearish
2023-01-17,3919,11860,     251,     822,34300,-7941,Bearish
2023-01-10,3668,11038,   -2964,    1552,33266,-7370,Bearish
2023-01-03,6632,9486,    2703,    1426,33250,-2854,Bullish
2022-12-27,3929,8060,   -1072,   -1005,29851,-4131,Bearish Reversal
2022-12-20,5001,9065,    2920,   -4827,30040,-4064,Bullish Reversal
2022-12-13,2081,13892,     738,     319,49340,-11811,Bullish
2022-12-06,1343,13573,    -145,   -2162,40171,-12230,Bullish Reversal
2022-11-29,1488,15735,    -422,    -651,41360,-14247,Bullish Reversal
2022-11-22,1910,16386,    -361,   -2712,41440,-14476,Bullish Reversal
2022-11-15,2271,19098,   -2594,   -2921,41966,-16827,Bullish Reversal
2022-11-08,4865,22019,   -1747,     623,49907,-17154,Bearish Reversal
2022-11-01,6612,21396,    1074,    4558,50107,-14784,Bearish
2022-10-25,5538,16838,   -1514,    2700,46594,-11300,Bearish
2022-10-18,7052,14138,    1551,    2747,44911,-7086,Bearish
2022-10-11,5501,11391,   -2315,   -3277,43748,-5890,Bullish
2022-10-04,7816,14668,     135,    1257,43121,-6852,Bearish Reversal
2022-09-27,7681,13411,    -486,   -1496,44492,-5730,Bullish
2022-09-20,8167,14907,     463,    -102,40937,-6740,Bullish Reversal
2022-09-13,7704,15009,   -3178,      90,44853,-7305,Bearish Reversal
2022-09-06,10882,14919,   -1033,     742,48226,-4037,Bearish
2022-08-30,11915,14177,    2374,    2231,47168,-2262,Bullish
2022-08-23,9541,11946,    1768,    -923,42471,-2405,Bullish
2022-08-16,7773,12869,    -862,   -5548,39407,-5096,Bullish Reversal
2022-08-09,8635,18417,     465,   -3061,43202,-9782,Bullish Reversal
2022-08-02,8170,21478,      32,    2041,45874,-13308,Bearish
2022-07-26,8138,19437,    1190,    1577,44081,-11299,Bearish
2022-07-19,6948,17860,     -69,    2119,41855,-10912,Bearish
2022-07-12,7017,15741,    3799,    2388,41255,-8724,Bullish
2022-07-05,3218,13353,   -1305,     239,38504,-10135,Bearish Reversal
2022-06-28,4523,13114,    1455,    2889,40123,-8591,Bearish
2022-06-21,3068,10225,   -1223,    -874,37669,-7157,Bearish Reversal
2022-06-14,4291,11099,    1682,   -7642,39362,-6808,Bullish Reversal
2022-06-07,2609,18741,     -32,   -4358,49794,-16132,Bullish
2022-05-31,2641,23099,    1286,    2071,49579,-20458,Bearish Reversal
2022-05-24,1355,21028,   -3885,    -804,49918,-19673,Bearish Reversal
2022-05-17,5240,21832,     513,    1342,53291,-16592,Bearish
2022-05-10,4727,20490,     370,    2226,51282,-15763,Bearish
2022-05-03,4357,18264,     -98,     940,49385,-13907,Bearish
2022-04-26,4455,17324,    1555,    2974,47297,-12869,Bearish
2022-04-19,2900,14350,    1258,   -1234,44269,-11450,Bullish
2022-04-12,1642,15584,    -218,    1331,41231,-13942,Bearish
2022-04-05,1860,14253,   -1432,    -618,40005,-12393,Bearish Reversal
2022-03-29,3292,14871,   -2720,     435,44327,-11579,Bearish Reversal
2022-03-22,6012,14436,     204,    3399,44911,-8424,Bearish
2022-03-15,5808,11037,     952,   -3529,43356,-5229,Bullish Reversal
2022-03-08,4856,14566,    3205,   -2333,51820,-9710,Bullish
2022-03-01,1651,16899,   -2134,    2127,47273,-15248,Bearish Reversal
2022-02-22,3785,14772,     133,    1405,47339,-10987,Bearish
2022-02-15,3652,13367,    2418,    2734,45522,-9715,Bearish
2022-02-08,1234,10633,     536,    1696,41481,-9399,Bearish
2022-02-01,698,8937,   -1301,   -1858,41054,-8239,Bullish
2022-01-25,1999,10795,    1074,    -940,39742,-8796,Bullish Reversal
2022-01-18,925,11735,   -3646,    -496,39871,-10810,Bearish Reversal
2022-01-11,4571,12231,      61,   -1808,42713,-7660,Bullish
2022-01-04,4510,14039,    3467,    2278,42251,-9529,Bullish
2021-12-28,1043,11761,   -1417,      74,40122,-10718,Bearish Reversal
2021-12-21,2460,11687,    1116,    2007,40920,-9227,Bearish
2021-12-14,1344,9680,   -1494,   -5211,38467,-8336,Bullish Reversal
2021-12-07,2838,14891,   -1089,   -3218,51229,-12053,Bullish
2021-11-30,3927,18109,   -2314,     492,50543,-14182,Bearish Reversal
2021-11-23,6241,17617,     739,    3226,52412,-11376,Bearish
2021-11-16,5502,14391,     812,   -7342,49320,-8889,Bullish Reversal
2021-11-09,4690,21733,    3251,    -354,51546,-17043,Bullish Reversal
2021-11-02,1439,22087,     193,    1462,51613,-20648,Bearish Reversal
2021-10-26,1246,20625,   -1119,     676,54305,-19379,Bearish Reversal
2021-10-19,2365,19949,   -1195,    3417,55600,-17584,Bearish Reversal
2021-10-12,3560,16532,    1286,   -1421,57341,-12972,Bullish
2021-10-05,2274,17953,   -4460,    -368,55970,-15679,Bearish Reversal
2021-09-28,6734,18321,    -713,    1657,58506,-11587,Bearish
2021-09-21,7447,16664,    1277,    4616,56838,-9217,Bearish
2021-09-14,6170,12048,   -5501,     597,45513,-5878,Bearish
2021-09-07,11671,11451,   -2588,    1167,44573,220,Bearish
2021-08-31,14259,10284,    -349,    -230,43060,3975,Bearish Reversal
2021-08-24,14608,10514,     254,    1707,43703,4094,Bearish Reversal
2021-08-17,14354,8807,   -4183,     -52,44005,5547,Bearish Reversal
2021-08-10,18537,8859,    2015,    -120,45159,9678,Bullish
2021-08-03,16522,8979,   -1740,    -794,42456,7543,Bearish Reversal
2021-07-27,18262,9773,     201,    -246,44784,8489,Bullish
2021-07-20,18061,10019,     -13,    -918,44735,8042,Bullish Reversal
2021-07-13,18074,10937,   -1156,    1869,45704,7137,Bearish
2021-07-06,19230,9068,     289,    1192,44739,10162,Bearish
2021-06-29,18941,7876,   -2039,     448,42684,11065,Bearish
2021-06-22,20980,7428,    6105,    1940,41889,13552,Bullish
2021-06-15,14875,5488,    2226,   -6085,37057,9387,Bullish Reversal
2021-06-08,12649,11573,   -1291,   -2043,49202,1076,Bullish
2021-06-01,13940,13616,    1717,     190,46004,324,Bullish
2021-05-25,12223,13426,    1108,   -1954,43521,-1203,Bullish Reversal
2021-05-18,11115,15380,     734,    2148,44162,-4265,Bearish
2021-05-11,10381,13232,     105,    3012,41585,-2851,Bearish
2021-05-04,10276,10220,    -840,   -1582,39526,56,Bullish Reversal
2021-04-27,11116,11802,    -148,   -1104,40783,-686,Bullish Reversal
2021-04-20,11264,12906,   -1701,     765,41266,-1642,Bearish Reversal
2021-04-13,12965,12141,   -2725,    -304,42423,824,Bearish Reversal
2021-04-06,15690,12445,    -396,     628,43677,3245,Bearish
2021-03-30,16086,11817,    3628,    2231,42770,4269,Bullish
2021-03-23,12458,9586,    -839,     960,38302,2872,Bearish
2021-03-16,13297,8626,  -10317,    -595,37985,4671,Bearish Reversal
2021-03-09,23614,9221,    1751,    -381,57348,14393,Bullish
2021-03-02,21863,9602,     302,    -436,52707,12261,Bullish Reversal
2021-02-23,21561,10038,    5816,    2664,53002,11523,Bullish
2021-02-16,15745,7374,   -3033,       4,48093,8371,Bearish Reversal
2021-02-09,18778,7370,   -3381,    -148,48656,11408,Bearish Reversal
2021-02-02,22159,7518,    4521,     -28,50832,14641,Bullish
2021-01-26,17638,7546,     -68,    -740,48337,10092,Bullish Reversal
2021-01-19,17706,8286,   -2715,    -160,48530,9420,Bearish Reversal
2021-01-12,20421,8446,    3035,     432,50164,11975,Bullish
2021-01-05,17386,8014,   -4110,   -1695,49028,9372,Bearish Reversal
2020-12-29,21496,9709,   -1790,   -2333,52404,11787,Bullish Reversal
2020-12-21,23286,12042,    6109,    4156,53305,11244,Bullish
2020-12-15,17177,7886,     484,    1616,48913,9291,Bearish Reversal
2020-12-08,16693,6270,   -3167,    1061,54922,10423,Bearish
2020-12-01,19860,5209,    -257,      78,51683,14651,Bearish
2020-11-24,20117,5131,     188,     126,50388,14986,Bullish Reversal
2020-11-17,19929,5005,   -1474,    -534,50775,14924,Bearish Reversal
2020-11-10,21403,5539,     628,    -341,52528,15864,Bullish
2020-11-03,20775,5880,   -1414,    -806,51092,14895,Bearish Reversal
2020-10-27,22189,6686,     507,    -597,52735,15503,Bullish Reversal
2020-10-20,21682,7283,    4786,    2559,52755,14399,Bullish
2020-10-13,16896,4724,     -45,     879,47725,12172,Bearish
2020-10-06,16941,3845,   -2225,   -2580,45038,13096,Bullish Reversal
2020-09-29,19166,6425,   -2518,     657,47666,12741,Bearish Reversal
2020-09-22,21684,5768,    3035,    -815,51875,15916,Bullish Reversal
2020-09-15,18649,6583,     209,    -330,52411,12066,Bullish Reversal
2020-09-08,18440,6913,    -823,    -753,52562,11527,Bearish Reversal
2020-09-01,19263,7666,     919,    1188,54037,11597,Bearish
2020-08-25,18344,6478,   -2430,     211,53085,11866,Bearish Reversal
2020-08-18,20774,6267,   -2310,     348,56114,14507,Bearish Reversal
2020-08-11,23084,5919,    1324,   -4181,56592,17165,Bullish Reversal
2020-08-04,21760,10100,    4106,     888,56772,11660,Bullish
2020-07-28,17654,9212,    -107,   -1170,51799,8442,Bullish
2020-07-21,17761,10382,    1235,     913,51006,7379,Bullish
2020-07-14,16526,9469,    3694,     415,48430,7057,Bullish
2020-07-07,12832,9054,      36,     596,45115,3778,Bearish
2020-06-30,12796,8458,    1057,   -1833,41400,4338,Bullish Reversal
2020-06-23,11739,10291,    2589,    2747,42299,1448,Bearish
2020-06-16,9150,7544,   -1313,   -1153,35733,1606,Bearish Reversal
2020-06-09,10463,8697,   -2901,    4322,41580,1766,Bearish
2020-06-02,13364,4375,     118,    -132,40352,8989,Bullish
2020-05-26,13246,4507,    -432,    -443,39072,8739,Bullish
2020-05-19,13678,4950,    1054,   -1026,38746,8728,Bullish Reversal
2020-05-12,12624,5976,    -343,     800,40469,6648,Bearish
2020-05-05,12967,5176,     493,   -1722,36257,7791,Bullish Reversal
2020-04-28,12474,6898,    -257,    -909,36326,5576,Bullish
2020-04-21,12731,7807,    1123,     856,35026,4924,Bullish
2020-04-14,11608,6951,     422,    1369,32718,4657,Bearish
2020-04-07,11186,5582,     797,     140,30391,5604,Bullish
2020-03-31,10389,5442,      95,      39,29657,4947,Bullish Reversal
2020-03-24,10294,5403,   -3669,   -1186,30767,4891,Bearish Reversal
2020-03-17,13963,6589,     503,   -6276,35254,7374,Bullish Reversal
2020-03-10,13460,12865,   -1267,   -5104,50474,595,Bullish Reversal
2020-03-03,14727,17969,   -5187,   -1329,54436,-3242,Bearish Reversal
2020-02-25,19914,19298,    2857,    3782,57192,616,Bearish
2020-02-18,17057,15516,    1120,    3346,52520,1541,Bearish
2020-02-11,15937,12170,    1676,    2828,51465,3767,Bearish
2020-02-04,14261,9342,    1292,    -130,49855,4919,Bullish Reversal
2020-01-28,12969,9472,     594,   -1367,51440,3497,Bullish
2020-01-21,12375,10839,     -42,   -1770,50368,1536,Bullish
2020-01-14,12417,12609,    1119,   -3158,49118,-192,Bullish Reversal
2020-01-07,11298,15767,   -3251,   -4507,49365,-4469,Bullish Reversal
2019-12-31,14549,20274,      33,   -3921,55514,-5725,Bullish Reversal
2019-12-24,14516,24195,     754,    -641,60450,-9679,Bullish Reversal
2019-12-17,13762,24836,    3580,   -6211,61630,-11074,Bullish Reversal
2019-12-10,10182,31047,   -4937,   -6359,75650,-20865,Bullish Reversal
2019-12-03,15119,37406,     352,    1664,79183,-22287,Bearish
2019-11-26,14767,35742,    3194,    7977,77318,-20975,Bearish
2019-11-19,11573,27765,   -1251,    -179,68223,-16192,Bearish
2019-11-12,12824,27944,   -1224,    -257,68066,-15120,Bearish
2019-11-05,14048,28201,    -286,    1383,67855,-14153,Bearish
2019-10-29,14334,26818,    1283,    2432,65712,-12484,Bearish
2019-10-22,13051,24386,    -483,   -1914,61619,-11335,Bullish Reversal
2019-10-15,13534,26300,   -1718,       1,64763,-12766,Bearish Reversal
2019-10-08,15252,26299,   -2993,   -3481,64837,-11047,Bullish Reversal
2019-10-01,18245,29780,    3966,    4949,65484,-11535,Bearish
2019-09-24,14279,24831,    -846,    5150,56934,-10552,Bearish
2019-09-17,15125,19681,    -962,     702,52487,-4556,Bearish Reversal
2019-09-10,16087,18979,    -275,   -3222,64165,-2892,Bullish
2019-09-03,16362,22201,    2127,    4166,60867,-5839,Bearish
2019-08-27,14235,18035,    6310,   -1007,55251,-3800,Bullish
2019-08-20,7925,19042,     165,   -1670,54941,-11117,Bullish
2019-08-13,7760,20712,    -635,   -4114,54267,-12952,Bullish Reversal
2019-08-06,8395,24826,   -2426,    -483,56716,-16431,Bearish Reversal
2019-07-30,10821,25309,    3935,    5230,57805,-14488,Bearish
2019-07-23,6886,20079,     924,    2385,53369,-13193,Bearish
2019-07-16,5962,17694,   -1187,     117,52203,-11732,Bearish
2019-07-09,7149,17577,    1477,    1163,51844,-10428,Bullish
2019-07-02,5672,16414,   -1358,   -7097,50766,-10742,Bullish Reversal
2019-06-25,7030,23511,     713,    1710,55740,-16481,Bearish Reversal
2019-06-18,6317,21801,    1851,   -7453,58961,-15484,Bullish Reversal
2019-06-11,4466,29254,     -75,  -11352,72177,-24788,Bullish Reversal
2019-06-04,4541,40606,    -103,    1287,82843,-36065,Bearish Reversal
2019-05-28,4644,39319,    -626,   -3446,85660,-34675,Bullish Reversal
2019-05-21,5270,42765,   -2376,   -4891,88283,-37495,Bullish Reversal
2019-05-14,7646,47656,   -4737,   -4306,93782,-40010,Bearish Reversal
2019-05-07,12383,51962,   -1856,   -2023,101595,-39579,Bullish Reversal
2019-04-30,14239,53985,    4600,    6810,102722,-39746,Bearish
2019-04-23,9639,47175,    3068,    8020,94115,-37536,Bearish
2019-04-16,6571,39155,    -714,    3724,81940,-32584,Bearish
2019-04-09,7285,35431,       5,    1885,74157,-28146,Bearish
2019-04-02,7280,33546,    1521,     492,73617,-26266,Bullish
2019-03-26,5759,33054,   -1867,   -1761,72539,-27295,Bearish Reversal
2019-03-19,7626,34815,   -4548,    -664,75896,-27189,Bearish Reversal
2019-03-12,12174,35479,     181,    -618,85572,-23305,Bullish
2019-03-05,11993,36097,    3216,    1971,79621,-24104,Bullish
2019-02-26,8777,34126,    -720,    1279,75277,-25349,Bearish
2019-02-19,9497,32847,    -749,    1921,74612,-23350,Bearish
2019-02-12,10246,30926,     582,    3148,72014,-20680,Bearish
2019-02-05,9664,27778,    2838,    2872,68402,-18114,Bearish
2019-01-29,6826,24906,     735,    2413,65004,-18080,Bearish
2019-01-22,6091,22493,     221,    1329,63095,-16402,Bearish
2019-01-15,5870,21164,     146,   -7746,62523,-15294,Bullish Reversal
2019-01-08,5724,28910,    -207,   -2551,67100,-23186,Bullish Reversal
2018-12-31,5931,31461,    -899,    1302,67730,-25530,Bearish Reversal
2018-12-24,6830,30159,   -1607,   -1204,70711,-23329,Bearish Reversal
2018-12-18,8437,31363,   -8421,   -3762,70943,-22926,Bearish Reversal
2018-12-11,16858,35125,   -1055,   -2583,81518,-18267,Bullish
2018-12-04,17913,37708,    1042,    -231,79008,-19795,Bullish
2018-11-27,16871,37939,    -547,     896,78973,-21068,Bearish Reversal
2018-11-20,17418,37043,    1577,    2600,81100,-19625,Bearish
2018-11-13,15841,34443,    -906,   -2252,77629,-18602,Bullish
2018-11-06,16747,36695,   -2104,    3322,77205,-19948,Bearish
2018-10-30,18851,33373,    5638,    3055,75835,-14522,Bullish
2018-10-23,13213,30318,    -292,     289,69685,-17105,Bearish
2018-10-16,13505,30029,   -1485,    2236,64635,-16524,Bearish
2018-10-09,14990,27793,    3142,    2543,61862,-12803,Bullish
2018-10-02,11848,25250,    1454,   -1227,54650,-13402,Bullish
2018-09-25,10394,26477,     519,   -1836,53927,-16083,Bullish Reversal
2018-09-18,9875,28313,    2199,  -14713,54251,-18438,Bullish Reversal
2018-09-11,7676,43026,    -297,   -5341,79879,-35350,Bullish Reversal
2018-09-04,7973,48367,    2089,   -2261,80733,-40394,Bullish Reversal
2018-08-28,5884,50628,    -418,   -2892,85366,-44744,Bullish Reversal
