As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2024-03-26,25217,26292,     534,    -487,31238,-1075,Bullish Reversal
2024-03-19,24683,26779,    -294,     808,33196,-2096,Bearish
2024-03-12,24977,25971,    2621,    2263,30398,-994,Bullish
2024-03-05,22356,23708,    2322,    1707,27747,-1352,Bullish
2024-02-27,20034,22001,     410,     279,25229,-1967,Bullish Reversal
2024-02-20,19624,21722,     477,     654,25530,-2098,Bearish
2024-02-13,19147,21068,    2867,    3265,24769,-1921,Bearish
2024-02-06,16280,17803,    -239,    -514,20897,-1523,Bullish
2024-01-30,16519,18317,     289,     426,20679,-1798,Bearish Reversal
2024-01-23,16230,17891,   -1347,    -680,22815,-1661,Bearish Reversal
2024-01-16,17577,18571,   -3077,   -3701,23286,-994,Bullish Reversal
2024-01-09,20654,22272,    2359,    1756,26846,-1618,Bullish
2024-01-02,18295,20516,    2021,    1940,23579,-2221,Bullish
2023-12-26,16274,18576,    -243,    -292,22526,-2302,Bullish Reversal
2023-12-19,16517,18868,     803,    1087,23239,-2351,Bearish
2023-12-12,15714,17781,   -2193,   -2376,21211,-2067,Bullish Reversal
2023-12-05,17907,20157,   -1072,    -567,23035,-2250,Bearish
2023-11-28,18979,20724,    1829,    2698,23027,-1745,Bearish
2023-11-21,17150,18026,    1211,     743,21939,-876,Bullish
2023-11-14,15939,17283,   -1314,   -1647,21203,-1344,Bullish Reversal
2023-11-07,17253,18930,    1758,    1689,21749,-1677,Bullish
2023-10-31,15495,17241,     681,    1973,19603,-1746,Bearish Reversal
2023-10-24,14814,15268,    2048,    2829,19678,-454,Bearish
2023-10-17,12766,12439,    1007,    1831,16561,327,Bearish
2023-10-10,11759,10608,    -205,    -300,14683,1151,Bullish
2023-10-03,11964,10908,    1034,    1772,14447,1056,Bearish Reversal
2023-09-26,10930,9136,   -1939,   -2136,14844,1794,Bullish Reversal
2023-09-19,12869,11272,     976,    1611,16670,1597,Bearish
2023-09-12,11893,9661,     -40,    -233,15423,2232,Bullish
2023-09-05,11933,9894,   -1244,   -1776,14962,2039,Bullish Reversal
2023-08-29,13177,11670,    -250,    -242,16172,1507,Bearish Reversal
2023-08-22,13427,11912,    1446,    -781,17262,1515,Bullish
2023-08-15,11981,12693,   -1004,   -1441,15432,-712,Bullish Reversal
2023-08-08,12985,14134,    1230,    1840,16743,-1149,Bearish
2023-08-01,11755,12294,    -186,    -292,14860,-539,Bullish Reversal
2023-07-25,11941,12586,      95,    -421,16017,-645,Bullish
2023-07-18,11846,13007,    -476,   -1170,15455,-1161,Bullish Reversal
2023-07-11,12322,14177,    -532,    -753,16302,-1855,Bullish Reversal
2023-07-03,12854,14930,    -149,    -167,17008,-2076,Bullish Reversal
2023-06-27,13003,15097,    1071,    3562,18829,-2094,Bearish
2023-06-20,11932,11535,    1846,    2192,15687,397,Bearish
2023-06-13,10086,9343,     -20,       6,13251,743,Bearish
2023-06-06,10106,9337,    1066,     484,13026,769,Bullish
2023-05-30,9040,8853,   -1084,    -378,11715,187,Bearish Reversal
2023-05-23,10124,9231,      69,     187,13043,893,No signal
2023-05-16,10055,9044,      28,    -560,13043,1011,Bullish Reversal
2023-05-09,10027,9604,     342,      87,13102,423,Bullish
2023-05-02,9685,9517,     119,    -342,12521,168,Bullish Reversal
2023-04-25,9566,9859,   -2063,   -2259,14064,-293,Bullish Reversal
2023-04-18,11629,12118,    -587,   -1220,15385,-489,Bullish Reversal
2023-04-11,12216,13338,    1801,    2308,15977,-1122,Bearish
2023-04-04,10415,11030,    -753,    -414,13380,-615,Bearish Reversal
2023-03-28,11168,11444,     317,     -28,14409,-276,Bullish
2023-03-21,10851,11472,     267,     786,14049,-621,Bearish
2023-03-14,10584,10686,     477,     620,13472,-102,Bearish
2023-03-07,10107,10066,   -1814,   -2454,12821,41,Bullish Reversal
2023-02-28,11921,12520,    -267,    -480,15161,-599,Bullish Reversal
2023-02-21,12188,13000,     413,     442,16501,-812,Bearish
2023-02-14,11775,12558,   -1395,   -1790,15158,-783,Bullish Reversal
2023-02-07,13170,14348,    -429,   -1050,16843,-1178,Bullish Reversal
2023-01-31,13599,15398,     563,     925,17542,-1799,Bearish
2023-01-24,13036,14473,     580,    1390,17390,-1437,Bearish
2023-01-17,12456,13083,     467,     500,15885,-627,Bearish
2023-01-10,11989,12583,     242,    1225,14891,-594,Bearish
2023-01-03,11747,11358,    -614,    -310,14530,389,Bearish Reversal
2022-12-27,12361,11668,    1093,     717,16028,693,Bullish
2022-12-20,11268,10951,     602,     245,14563,317,Bullish
2022-12-13,10666,10706,   -1985,   -1878,13989,-40,Bearish Reversal
2022-12-06,12651,12584,   -1132,    -875,15769,67,Bearish Reversal
2022-11-29,13783,13459,    -448,     -66,16832,324,Bearish Reversal
2022-11-22,14231,13525,     135,       0,18354,706,Bullish
2022-11-15,14096,13525,    2793,    2240,17901,571,Bullish
2022-11-08,11303,11285,    2336,    1866,14439,18,Bullish
2022-11-01,8967,9419,   -2117,   -1642,12183,-452,Bearish Reversal
2022-10-25,11084,11061,     374,     373,14854,23,Bullish
2022-10-18,10710,10688,   -1994,   -1159,14228,22,Bearish Reversal
2022-10-11,12704,11847,    1223,     334,15756,857,Bullish
2022-10-04,11481,11513,    -421,     635,14230,-32,Bearish Reversal
2022-09-27,11902,10878,     745,     298,14271,1024,Bullish
2022-09-20,11157,10580,     889,     438,13880,577,Bullish
2022-09-13,10268,10142,   -2475,   -1279,13089,126,Bearish Reversal
2022-09-06,12743,11421,     966,     940,15337,1322,Bullish
2022-08-30,11777,10481,     999,     667,14440,1296,Bullish
2022-08-23,10778,9814,    1494,     437,13302,964,Bullish
2022-08-16,9284,9377,     -10,    -147,12423,-93,Bullish Reversal
2022-08-09,9294,9524,    -446,    -797,12510,-230,Bullish Reversal
2022-08-02,9740,10321,     -38,     422,12849,-581,Bearish Reversal
2022-07-26,9778,9899,   -1131,   -1516,14957,-121,Bullish
2022-07-19,10909,11415,     584,     919,14512,-506,Bearish
2022-07-12,10325,10496,    -317,     274,13505,-171,Bearish
2022-07-05,10642,10222,    -495,     170,13258,420,Bearish Reversal
2022-06-28,11137,10052,     642,     603,13707,1085,Bullish
2022-06-21,10495,9449,     499,     514,13537,1046,Bearish
2022-06-14,9996,8935,    1037,     466,12242,1061,Bullish
2022-06-07,8959,8469,     279,     192,10990,490,Bullish
2022-05-31,8680,8277,   -1043,    -597,10900,403,Bearish Reversal
2022-05-24,9723,8874,     159,     116,11729,849,Bullish
2022-05-17,9564,8758,     775,     672,11644,806,Bullish
2022-05-10,8789,8086,     668,     353,10841,703,Bullish
2022-05-03,8121,7733,    -408,    -384,10051,388,Bearish Reversal
2022-04-26,8529,8117,     266,    -340,10709,412,Bullish Reversal
2022-04-19,8263,8457,      56,     417,11276,-194,Bearish
2022-04-12,8207,8040,    -604,   -1015,10632,167,Bullish Reversal
2022-04-05,8811,9055,    -911,    -938,11374,-244,Bullish Reversal
2022-03-29,9722,9993,    1297,    1568,12024,-271,Bearish
2022-03-22,8425,8425,     436,     626,11274,0,Bearish
2022-03-15,7989,7799,     229,     304,10198,190,Bearish
2022-03-08,7760,7495,    -221,    -406,9591,265,Bullish Reversal
2022-03-01,7981,7901,    -520,    -883,9980,80,Bullish Reversal
2022-02-22,8501,8784,     194,     262,11007,-283,Bearish
2022-02-15,8307,8522,     556,     452,10646,-215,Bullish
2022-02-08,7751,8070,    -233,     227,9886,-319,Bearish Reversal
2022-02-01,7984,7843,    -694,    -869,9948,141,Bullish Reversal
2022-01-25,8678,8712,     261,    -254,11756,-34,Bullish
2022-01-18,8417,8966,     392,     564,11468,-549,Bearish
2022-01-11,8025,8402,     258,      31,10855,-377,Bullish
2022-01-04,7767,8371,    -962,    -900,10563,-604,Bearish Reversal
2021-12-28,8729,9271,     135,    -201,12468,-542,Bullish Reversal
2021-12-21,8594,9472,   -1201,   -1095,12852,-878,Bearish Reversal
2021-12-14,9795,10567,     215,      79,13518,-772,Bullish
2021-12-07,9580,10488,      54,    -729,13242,-908,Bullish
2021-11-30,9526,11217,     472,    2003,13197,-1691,Bearish Reversal
2021-11-23,9054,9214,     405,    -913,14357,-160,Bullish
2021-11-16,8649,10127,    -609,    -598,13648,-1478,Bearish Reversal
2021-11-09,9258,10725,     196,      51,13821,-1467,Bullish
2021-11-02,9062,10674,    1941,    -859,13512,-1612,Bullish Reversal
2021-10-26,7121,11533,      52,    1618,16671,-4412,Bearish
2021-10-19,7069,9915,     225,    1645,13605,-2846,Bearish
2021-10-12,6844,8270,    1263,    1171,10918,-1426,Bullish
2021-10-05,5581,7099,    1042,    1677,8886,-1518,Bearish
2021-09-28,4539,5422,     163,      21,7039,-883,Bullish Reversal
2021-09-21,4376,5401,     510,     348,7348,-1025,Bullish
2021-09-14,3866,5053,    -304,    -211,6620,-1187,Bearish Reversal
2021-09-07,4170,5264,     104,     106,6659,-1094,Bearish
2021-08-31,4066,5158,    -426,    -448,6362,-1092,Bullish Reversal
2021-08-24,4492,5606,    -312,      76,7515,-1114,Bearish
2021-08-17,4804,5530,     436,      58,7363,-726,Bullish
2021-08-10,4368,5472,     501,     315,6769,-1104,Bullish
2021-08-03,3867,5157,     124,    -158,6408,-1290,Bullish Reversal
2021-07-27,3743,5315,   -1661,   -1281,7802,-1572,Bearish Reversal
2021-07-20,5404,6596,     928,     953,8283,-1192,Bearish
2021-07-13,4476,5643,     458,     354,7129,-1167,Bullish
2021-07-06,4018,5289,     220,     146,6889,-1271,Bullish
2021-06-29,3798,5143,    -704,    -887,6788,-1345,Bullish Reversal
2021-06-22,4502,6030,     182,     101,7914,-1528,Bullish
2021-06-15,4320,5929,    -484,     -56,7528,-1609,Bearish Reversal
2021-06-08,4804,5985,     435,     174,7566,-1181,Bullish
2021-06-01,4369,5811,    -655,    -885,7318,-1442,Bullish Reversal
2021-05-25,5024,6696,   -1251,    -538,8893,-1672,Bearish Reversal
2021-05-18,6275,7234,    1612,     633,9160,-959,Bullish
2021-05-11,4663,6601,    -301,    -127,8259,-1938,Bearish Reversal
2021-05-04,4964,6728,     533,     388,8306,-1764,Bullish Reversal
2021-04-27,4431,6340,    -716,   -1079,8429,-1909,Bullish Reversal
2021-04-20,5147,7419,    -641,    -834,8817,-2272,Bullish Reversal
2021-04-13,5788,8253,    -150,      23,9653,-2465,Bearish Reversal
2021-04-06,5938,8230,     262,     339,9865,-2292,Bearish
2021-03-30,5676,7891,     135,     -55,9322,-2215,Bullish Reversal
2021-03-23,5541,7946,     744,     497,9897,-2405,Bullish
2021-03-16,4797,7449,    -147,     592,9335,-2652,Bearish
2021-03-09,4944,6857,     477,     539,8785,-1913,Bearish
2021-03-02,4467,6318,   -2092,   -2326,8068,-1851,Bullish Reversal
2021-02-23,6559,8644,    -113,    -921,10572,-2085,Bullish Reversal
2021-02-16,6672,9565,     345,     394,11426,-2893,Bearish
2021-02-09,6327,9171,     985,    1155,11055,-2844,Bearish
2021-02-02,5342,8016,    -972,   -1079,9469,-2674,Bullish Reversal
2021-01-26,6314,9095,   -1092,   -1440,10787,-2781,Bullish Reversal
2021-01-19,7406,10535,     100,    -104,11945,-3129,Bullish Reversal
2021-01-12,7306,10639,     367,     715,12039,-3333,Bearish
2021-01-05,6939,9924,     491,     643,11296,-2985,Bearish
2020-12-29,6448,9281,    -860,   -1717,10653,-2833,Bullish Reversal
2020-12-21,7308,10998,     908,    1638,12603,-3690,Bearish
2020-12-15,6400,9360,    -480,    -742,11370,-2960,Bullish Reversal
2020-12-08,6880,10102,    -507,    -287,11750,-3222,Bearish Reversal
2020-12-01,7387,10389,    -898,    -348,11812,-3002,Bearish Reversal
2020-11-24,8285,10737,     370,     311,12336,-2452,Bullish
2020-11-17,7915,10426,    -142,      73,11509,-2511,Bearish
2020-11-10,8057,10353,     505,    -275,11311,-2296,Bullish
2020-11-03,7552,10628,    -998,   -1245,11278,-3076,Bullish Reversal
2020-10-27,8550,11873,    1220,    1882,12665,-3323,Bearish
2020-10-20,7330,9991,    1428,    1684,10896,-2661,Bearish
2020-10-13,5902,8307,    1442,    1712,9353,-2405,Bearish
2020-10-06,4460,6595,     341,     425,7511,-2135,Bearish
2020-09-29,4119,6170,      41,    -384,7324,-2051,Bullish Reversal
2020-09-22,4078,6554,   -1044,   -1448,8426,-2476,Bullish Reversal
2020-09-15,5122,8002,     479,    1049,9383,-2880,Bearish
2020-09-08,4643,6953,   -2137,   -2386,8198,-2310,Bullish Reversal
2020-09-01,6780,9339,    -137,     265,10617,-2559,Bearish Reversal
2020-08-25,6917,9074,   -1715,   -3108,11615,-2157,Bullish Reversal
2020-08-18,8632,12182,     176,     645,14454,-3550,Bearish
2020-08-11,8456,11537,    -261,    -435,13090,-3081,Bullish
2020-08-04,8717,11972,     -92,     -81,12703,-3255,Bearish Reversal
2020-07-28,8809,12053,    1985,    3529,13068,-3244,Bearish
2020-07-21,6824,8524,     501,     891,9230,-1700,Bearish
2020-07-14,6323,7633,     303,     128,8322,-1310,Bullish
2020-07-07,6020,7505,     324,     583,8165,-1485,Bearish
2020-06-30,5696,6922,    -944,   -1515,7675,-1226,Bullish Reversal
2020-06-23,6640,8437,     258,     491,9330,-1797,Bearish
2020-06-16,6382,7946,    -435,    -814,8784,-1564,Bullish Reversal
2020-06-09,6817,8760,     903,     694,9565,-1943,Bullish
2020-06-02,5914,8066,    -120,     382,8824,-2152,Bearish
2020-05-26,6034,7684,   -1308,   -2242,8722,-1650,Bullish Reversal
2020-05-19,7342,9926,     736,     989,10878,-2584,Bearish
2020-05-12,6606,8937,    1600,    2206,9939,-2331,Bearish
2020-05-05,5006,6731,    1372,    1503,7784,-1725,Bearish
2020-04-28,3634,5228,     225,     286,6111,-1594,Bearish
2020-04-21,3409,4942,      40,      67,5648,-1533,Bearish
2020-04-14,3369,4875,     -11,      85,5538,-1506,Bearish
2020-04-07,3380,4790,     782,    1487,5448,-1410,Bearish
2020-03-31,2598,3303,     332,     165,3947,-705,Bullish
2020-03-24,2266,3138,    -624,    -738,3909,-872,Bullish Reversal
2020-03-17,2890,3876,     506,     446,4474,-986,Bullish
2020-03-10,2384,3430,     157,    -379,4368,-1046,Bullish Reversal
2020-03-03,2227,3809,   -1523,   -1107,4837,-1582,Bearish Reversal
2020-02-25,3750,4916,    -616,    -858,5632,-1166,Bullish Reversal
2020-02-18,4366,5774,     762,     490,6463,-1408,Bullish
2020-02-11,3604,5284,    1287,    1496,6106,-1680,Bearish
2020-02-04,2317,3788,    -306,    -368,4367,-1471,Bullish Reversal
2020-01-28,2623,4156,    -369,    -234,4917,-1533,Bearish Reversal
2020-01-21,2992,4390,    -376,    -338,5139,-1398,Bearish Reversal
2020-01-14,3368,4728,     -17,     -92,5405,-1360,Bullish
2020-01-07,3385,4820,    1686,    2092,5400,-1435,Bearish
2019-12-31,1699,2728,     -26,    -325,3186,-1029,Bullish Reversal
2019-12-24,1725,3053,    -320,    -168,3541,-1328,Bearish Reversal
2019-12-17,2045,3221,     479,     774,3840,-1176,Bearish
2019-12-10,1566,2447,     141,     296,3232,-881,Bearish
2019-12-03,1425,2151,    -158,    -442,2983,-726,Bullish Reversal
2019-11-26,1583,2593,     -47,      53,3554,-1010,Bearish
2019-11-19,1630,2540,     -49,      -4,3157,-910,Bearish
2019-11-12,1679,2544,    -357,    -407,3091,-865,Bullish Reversal
2019-11-05,2036,2951,     218,     404,3520,-915,Bearish
2019-10-29,1818,2547,     325,     284,3155,-729,Bullish
2019-10-22,1493,2263,    -332,    -428,3093,-770,Bullish Reversal
2019-10-15,1825,2691,      20,     -21,3444,-866,Bullish
2019-10-08,1805,2712,       4,      46,3335,-907,Bearish Reversal
2019-10-01,1801,2666,    -452,    -655,3348,-865,Bullish Reversal
2019-09-24,2253,3321,    -249,    -251,4178,-1068,Bullish
2019-09-17,2502,3572,      55,     174,4174,-1070,Bearish
2019-09-10,2447,3398,    -308,    -477,4128,-951,Bullish Reversal
2019-09-03,2755,3875,     470,     405,4493,-1120,Bullish
2019-08-27,2285,3470,    -280,    -337,4091,-1185,Bullish Reversal
2019-08-20,2565,3807,    -306,    -267,4485,-1242,Bearish Reversal
2019-08-13,2871,4074,      51,      26,4729,-1203,Bullish
2019-08-06,2820,4048,     133,     359,4692,-1228,Bearish
2019-07-30,2687,3689,    -345,    -565,4302,-1002,Bullish Reversal
2019-07-23,3032,4254,    -290,    -422,4928,-1222,Bullish Reversal
2019-07-16,3322,4676,    -842,    -796,5322,-1354,Bearish Reversal
2019-07-09,4164,5472,      82,     266,6075,-1308,Bearish
2019-07-02,4082,5206,     189,      80,5839,-1124,Bullish Reversal
2019-06-25,3893,5126,     493,     695,6021,-1233,Bearish
2019-06-18,3400,4431,     606,     737,5391,-1031,Bearish
2019-06-11,2794,3694,     -40,     -69,4434,-900,Bullish Reversal
2019-06-04,2834,3763,    -432,    -654,4436,-929,Bullish Reversal
2019-05-28,3266,4417,     421,     591,5190,-1151,Bearish
2019-05-21,2845,3826,      40,      76,4650,-981,Bearish
2019-05-14,2805,3750,    -141,    -235,4447,-945,Bullish
2019-05-07,2946,3985,     445,     519,4388,-1039,Bearish
2019-04-30,2501,3466,    -270,    -368,3817,-965,Bullish Reversal
2019-04-23,2771,3834,    -196,     161,4313,-1063,Bearish Reversal
2019-04-16,2967,3673,     121,     128,4324,-706,Bearish Reversal
2019-04-09,2846,3545,     416,     489,4443,-699,Bearish
2019-04-02,2430,3056,     470,     730,4000,-626,Bearish
2019-03-26,1960,2326,    -423,    -507,3428,-366,Bullish Reversal
2019-03-19,2383,2833,      76,     170,3681,-450,Bearish
2019-03-12,2307,2663,     104,     174,3480,-356,Bearish
2019-03-05,2203,2489,    -165,    -197,3226,-286,Bullish Reversal
2019-02-26,2368,2686,    -118,    -376,3324,-318,Bullish Reversal
2019-02-19,2486,3062,     465,     438,3964,-576,Bullish
2019-02-12,2021,2624,    -657,    -374,3361,-603,Bearish Reversal
2019-02-05,2678,2998,    -210,    -205,3881,-320,Bearish Reversal
2019-01-29,2888,3203,    -462,    -442,4047,-315,Bearish Reversal
2019-01-22,3350,3645,    -204,     -51,4976,-295,Bearish
2019-01-15,3554,3696,     578,     479,4473,-142,Bullish
2019-01-08,2976,3217,     290,     237,3764,-241,Bullish
2018-12-31,2686,2980,    -265,    -256,3708,-294,Bearish Reversal
2018-12-24,2951,3236,    -456,    -523,3857,-285,Bullish Reversal
2018-12-18,3407,3759,     316,     428,4359,-352,Bearish
2018-12-11,3091,3331,     453,     579,3970,-240,Bearish
2018-12-04,2638,2752,     -39,       2,3301,-114,Bearish Reversal
2018-11-27,2677,2750,     210,     174,3791,-73,Bullish
2018-11-20,2467,2576,    -425,    -479,3729,-109,Bullish
2018-11-13,2892,3055,     644,     597,3530,-163,Bullish
2018-11-06,2248,2458,     275,     425,2913,-210,Bearish
2018-10-30,1973,2033,     103,      36,2608,-60,Bullish Reversal
2018-10-23,1870,1997,     -92,    -193,3001,-127,Bullish
2018-10-16,1962,2190,     -76,     -99,2730,-228,Bullish Reversal
2018-10-09,2038,2289,     448,     371,2848,-251,Bullish
2018-10-02,1590,1918,     -35,     -34,2354,-328,Bearish Reversal
2018-09-25,1625,1952,     -31,     -85,2746,-327,Bullish
2018-09-18,1656,2037,     -90,     -68,2742,-381,Bearish
2018-09-11,1746,2105,    -116,     -79,2711,-359,Bearish
