As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2022-09-27,22706,105262,  -12061,  -10785,244655,-82556,Bearish Reversal
2022-09-20,34767,116047,   -4556,   -3968,250892,-81280,Bearish Reversal
2022-09-13,39323,120015,  -16679,    5824,281716,-80692,Bearish
2022-09-06,56002,114191,    1489,   18147,281266,-58189,Bearish
2022-08-30,54513,96044,   -2221,     503,247030,-41531,Bearish
2022-08-23,56734,95541,    5426,   15342,242132,-38807,Bearish
2022-08-16,51308,80199,   -1025,    2834,228697,-28891,Bearish
2022-08-09,52333,77365,    1900,  -15821,225834,-25032,Bullish Reversal
2022-08-02,50433,93186,    6621,  -12107,236737,-42753,Bullish
2022-07-26,43812,105293,     932,    3188,229219,-61481,Bearish Reversal
2022-07-19,42880,102105,    7347,    6574,229449,-59225,Bullish
2022-07-12,35533,95531,   -3127,    2426,223539,-59998,Bearish
2022-07-05,38660,93105,    2198,    4073,217672,-54445,Bearish
2022-06-28,36462,89032,     598,   -5286,213767,-52570,Bullish Reversal
2022-06-21,35864,94318,    3423,   -7878,218076,-58454,Bullish Reversal
2022-06-14,32441,102196,   13975,   -7916,232513,-69755,Bullish Reversal
2022-06-07,18466,110112,    3265,     472,266054,-91646,Bullish
2022-05-31,15201,109640,   -1366,   -6371,239080,-94439,Bullish
2022-05-24,16567,116011,    4454,    1589,237256,-99444,Bullish Reversal
2022-05-17,12113,114422,     917,   -7228,241308,-102309,Bullish Reversal
2022-05-10,11196,121650,   -7389,    2271,247278,-110454,Bearish Reversal
2022-05-03,18585,119379,    4316,    9575,254813,-100794,Bearish
2022-04-26,14269,109804,    1546,  -10106,237995,-95535,Bullish Reversal
2022-04-19,12723,119910,    2798,   -1842,251291,-107187,Bullish
2022-04-12,9925,121752,   -4658,    3340,245403,-111827,Bearish
2022-04-05,14583,118412,    -691,    1007,242217,-103829,Bearish
2022-03-29,15274,117405,  -21402,    2247,239698,-102131,Bearish Reversal
2022-03-22,36676,115158,    2660,   18802,248221,-78482,Bearish
2022-03-15,34016,96356,   18468,   24952,215484,-62340,Bearish
2022-03-08,15548,71404,     883,  -11993,208683,-55856,Bullish
2022-03-01,14665,83397,    3689,    9234,208629,-68732,Bearish
2022-02-22,10976,74163,     551,   -2424,194169,-63187,Bullish Reversal
2022-02-15,10425,76587,   -5267,    1747,199425,-66162,Bearish
2022-02-08,15692,74840,    1182,    -310,196478,-59148,Bullish
2022-02-01,14510,75150,   -1356,   -8989,194435,-60640,Bullish Reversal
2022-01-25,15866,84139,    7864,   -4742,197830,-68273,Bullish Reversal
2022-01-18,8002,88881,  -14362,  -21008,201820,-80879,Bullish Reversal
2022-01-11,22364,109889,  -18452,    6811,234005,-87525,Bearish Reversal
2022-01-04,40816,103078,    8341,   17501,234068,-62262,Bearish
2021-12-28,32475,85577,   10284,   11100,203814,-53102,Bearish
2021-12-21,22191,74477,    1960,     723,183743,-52286,Bullish
2021-12-14,20231,73754,    7083,   -2475,176584,-53523,Bullish Reversal
2021-12-07,13148,76229,   -1437,  -17222,205970,-63081,Bullish Reversal
2021-11-30,14585,93451,   -5700,  -24087,216692,-78866,Bullish Reversal
2021-11-23,20285,117538,   -4350,    -223,251801,-97253,Bearish Reversal
2021-11-16,24635,117761,    8195,   -4030,252897,-93126,Bullish
2021-11-09,16440,121791,   -3897,   -6170,243087,-105351,Bullish Reversal
2021-11-02,20337,127961,  -11150,  -10562,251058,-107624,Bearish Reversal
2021-10-26,31487,138523,   -4226,      76,265254,-107036,Bearish Reversal
2021-10-19,35713,138447,     -97,   26003,266750,-102734,Bearish
2021-10-12,35810,112444,    4241,   17181,243617,-76634,Bearish
2021-10-05,31569,95263,   -3759,   -4825,226379,-63694,Bullish
2021-09-28,35328,100088,   12484,   21173,219638,-64760,Bearish
2021-09-21,22844,78915,    1116,   -3108,191213,-56071,Bullish Reversal
2021-09-14,21728,82023,   -7976,  -10006,192088,-60295,Bullish Reversal
2021-09-07,29704,92029,     674,    -131,204435,-62325,Bullish
2021-08-31,29030,92160,    2267,   -1274,193999,-63130,Bullish Reversal
2021-08-24,26763,93434,    -769,    2694,194477,-66671,Bearish Reversal
2021-08-17,27532,90740,   -9152,   -6601,196495,-63208,Bearish Reversal
2021-08-10,36684,97341,    6275,   11742,206131,-60657,Bearish
2021-08-03,30409,85599,   -2566,   -7310,189242,-55190,Bullish Reversal
2021-07-27,32975,92909,   -2499,    1704,196102,-59934,Bearish
2021-07-20,35474,91205,   -4966,   -5485,192301,-55731,Bullish Reversal
2021-07-13,40440,96690,    8815,   -4071,203727,-56250,Bullish Reversal
2021-07-06,31625,100761,    4245,    3486,205341,-69136,Bullish
2021-06-29,27380,97275,   -6738,    9295,195698,-69895,Bearish
2021-06-22,34118,87980,   11144,   18156,190545,-53862,Bearish
2021-06-15,22974,69824,   -4274,    5262,155359,-46850,Bearish Reversal
2021-06-08,27248,64562,   -2214,  -12015,161592,-37314,Bullish Reversal
2021-06-01,29462,76577,    5299,    2258,162091,-47115,Bullish
2021-05-25,24163,74319,    -802,   -1594,153196,-50156,Bullish Reversal
2021-05-18,24965,75913,   -5526,    3694,154727,-50948,Bearish
2021-05-11,30491,72219,    -717,    -481,152404,-41728,Bearish Reversal
2021-05-04,31208,72700,    1535,   -5482,152676,-41492,Bullish Reversal
2021-04-27,29673,78182,    3056,   -8254,154894,-48509,Bullish Reversal
2021-04-20,26617,86436,   -1065,     442,162649,-59819,Bearish Reversal
2021-04-13,27682,85994,     888,    1211,165431,-58312,Bearish
2021-04-06,26794,84783,    2070,     578,164310,-57989,Bullish Reversal
2021-03-30,24724,84205,   -2800,    3156,166091,-59481,Bearish
2021-03-23,27524,81049,    1521,   15678,160581,-53525,Bearish
2021-03-16,26003,65371,  -38024,    7858,145951,-39368,Bearish Reversal
2021-03-09,64027,57513,    2768,   15524,211347,6514,Bearish
2021-03-02,61259,41989,   -5411,    3941,189270,19270,Bearish
2021-02-23,66670,38048,     -62,    8498,183247,28622,Bearish Reversal
2021-02-16,66732,29550,    6013,    3449,188119,37182,Bullish
2021-02-09,60719,26101,   -8883,    1128,183901,34618,Bearish Reversal
2021-02-02,69602,24973,    6139,    6502,190948,44629,Bearish Reversal
2021-01-26,63463,18471,    -680,    4342,193822,44992,Bearish
2021-01-19,64143,14129,     286,     792,191540,50014,Bearish
2021-01-12,63857,13337,   -5306,   -5636,190811,50520,Bullish Reversal
2021-01-05,69163,18973,    5586,    2746,206963,50190,Bullish
2020-12-29,63577,16227,   -3393,   -4650,194454,47350,Bullish Reversal
2020-12-21,66970,20877,    1594,    -536,196845,46093,Bullish
2020-12-15,65376,21413,    1791,    5994,193317,43963,Bearish Reversal
2020-12-08,63585,15419,    1136,     473,193326,48166,Bullish
2020-12-01,62449,14946,    7977,     716,185873,47503,Bullish
2020-11-24,54472,14230,   14159,    3584,179503,40242,Bullish
2020-11-17,40313,10646,  -15331,   -3104,165073,29667,Bearish Reversal
2020-11-10,55644,13750,    4632,   -9164,183518,41894,Bullish Reversal
2020-11-03,51012,22914,    4881,   -5324,184751,28098,Bullish
2020-10-27,46131,28238,    -393,   -4103,177622,17893,Bullish
2020-10-20,46524,32341,    -721,    5072,166091,14183,Bearish
2020-10-13,47245,27269,    1466,    2592,165616,19976,Bearish
2020-10-06,45779,24677,   -1756,    1931,163024,21102,Bearish
2020-09-29,47535,22746,  -11498,   -6706,158298,24789,Bearish Reversal
2020-09-22,59033,29452,    8673,    1981,169251,29581,Bullish
2020-09-15,50360,27471,    5510,    4363,148912,22889,Bullish Reversal
2020-09-08,44850,23108,   -1804,    6058,151546,21742,Bearish
2020-09-01,46654,17050,    1676,   -4312,145922,29604,Bullish Reversal
2020-08-25,44978,21362,    3261,     229,147553,23616,Bullish
2020-08-18,41717,21133,   -6441,      -9,147076,20584,Bearish Reversal
2020-08-11,48158,21142,   -3915,     498,150149,27016,Bearish Reversal
2020-08-04,52073,20644,  -10851,  -13773,157968,31429,Bullish Reversal
2020-07-28,62924,34417,   12070,    2870,170269,28507,Bullish
2020-07-21,50854,31547,    5743,    4762,142686,19307,Bullish
2020-07-14,45111,26785,    1068,    -446,135263,18326,Bullish Reversal
2020-07-07,44043,27231,    1288,    8337,138313,16812,Bearish
2020-06-30,42755,18894,   -7735,   -4138,137362,23861,Bearish Reversal
2020-06-23,50490,23032,    7364,    2016,144549,27458,Bullish
2020-06-16,43126,21016,   -5736,  -10384,127287,22110,Bullish Reversal
2020-06-09,48862,31400,  -13096,    2021,155159,17462,Bearish Reversal
2020-06-02,61958,29379,    4085,    6113,158743,32579,Bearish
2020-05-26,57873,23266,    5835,   -1302,156827,34607,Bullish
2020-05-19,52038,24568,   -4269,   -3802,147975,27470,Bearish Reversal
2020-05-12,56307,28370,    -327,   -1050,153370,27937,Bullish
2020-05-05,56634,29420,   -3328,    1784,152042,27214,Bearish
2020-04-28,59962,27636,    6232,     -68,143835,32326,Bullish
2020-04-21,53730,27704,    3867,     484,128272,26026,Bullish
2020-04-14,49863,27220,     614,     381,122929,22643,Bullish
2020-04-07,49249,26839,     805,   -3323,118595,22410,Bullish Reversal
2020-03-31,48444,30162,   -8084,   -2503,120270,18282,Bearish Reversal
2020-03-24,56528,32665,    -758,    8314,125594,23863,Bearish Reversal
2020-03-17,57286,24351,   -4446,  -29224,125769,32935,Bullish Reversal
2020-03-10,61732,53575,   11134,  -39347,159128,8157,Bullish Reversal
2020-03-03,50598,92922,   -3257,  -17322,198404,-42324,Bullish Reversal
2020-02-25,53855,110244,   -4750,   24418,223904,-56389,Bearish
2020-02-18,58605,85826,    3800,    4833,203631,-27221,Bearish
2020-02-11,54805,80993,   -2867,    1423,193822,-26188,Bearish
2020-02-04,57672,79570,   11996,   -2131,190079,-21898,Bullish
2020-01-28,45676,81701,   -4920,  -13596,184919,-36025,Bullish Reversal
2020-01-21,50596,95297,     876,   14147,203579,-44701,Bearish
2020-01-14,49720,81150,    1874,   21056,183863,-31430,Bearish
2020-01-07,47846,60094,    4178,   -8876,162094,-12248,Bullish Reversal
2019-12-31,43668,68970,    3076,   -5164,174966,-25302,Bullish
2019-12-24,40592,74134,   -2826,  -11346,173142,-33542,Bullish Reversal
2019-12-17,43418,85480,    1575,     -45,178529,-42062,Bullish Reversal
2019-12-10,41843,85525,   -6469,  -10610,198700,-43682,Bullish Reversal
2019-12-03,48312,96135,    -966,    7266,214223,-47823,Bearish
2019-11-26,49278,88869,    3855,    8415,196894,-39591,Bearish
2019-11-19,45423,80454,    1459,    1493,182445,-35031,Bearish Reversal
2019-11-12,43964,78961,     -32,    8360,183480,-34997,Bearish
2019-11-05,43996,70601,    4811,   11718,177106,-26605,Bearish
2019-10-29,39185,58883,   -2371,    -838,163486,-19698,Bearish
2019-10-22,41556,59721,   -4860,    6664,159250,-18165,Bearish
2019-10-15,46416,53057,   -6387,   11266,157707,-6641,Bearish
2019-10-08,52803,41791,   -5090,   -2185,150019,11012,Bearish Reversal
2019-10-01,57893,43976,   12134,   11000,151860,13917,Bullish
2019-09-24,45759,32976,   -5083,    5996,142026,12783,Bearish
2019-09-17,50842,26980,   -5737,    2992,130940,23862,Bearish Reversal
2019-09-10,56579,23988,    -643,   -5552,151397,32591,Bullish Reversal
2019-09-03,57222,29540,   -2573,    3352,157788,27682,Bearish Reversal
2019-08-27,59795,26188,    9811,    7358,157862,33607,Bullish
2019-08-20,49984,18830,   -1780,   -8192,154662,31154,Bullish Reversal
2019-08-13,51764,27022,    5539,   -8642,160271,24742,Bullish
2019-08-06,46225,35664,    9197,   -5582,153338,10561,Bullish
2019-07-30,37028,41246,    2386,   -2773,138842,-4218,Bullish
2019-07-23,34642,44019,    1737,    -266,136245,-9377,Bullish
2019-07-16,32905,44285,   -2441,    5288,130304,-11380,Bearish Reversal
2019-07-09,35346,38997,    1148,    3572,135737,-3651,Bearish Reversal
2019-07-02,34198,35425,    3108,   -5812,139355,-1227,Bullish Reversal
2019-06-25,31090,41237,    2921,   -3497,139439,-10147,Bullish
2019-06-18,28169,44734,    7383,  -21217,123629,-16565,Bullish Reversal
2019-06-11,20786,65951,   -6651,   -5875,169387,-45165,Bearish
2019-06-04,27437,71826,    1634,   -9554,167810,-44389,Bullish Reversal
2019-05-28,25803,81380,   -1737,   -1352,169790,-55577,Bearish Reversal
2019-05-21,27540,82732,   -8375,  -14763,170834,-55192,Bullish Reversal
2019-05-14,35915,97495,   10046,  -20091,180573,-61580,Bullish Reversal
2019-05-07,25869,117586,    5291,   -2591,201462,-91717,Bullish Reversal
2019-04-30,20578,120177,   -7543,   -2358,203323,-99599,Bearish Reversal
2019-04-23,28121,122535,   -3686,    3622,207316,-94414,Bearish
2019-04-16,31807,118913,   11893,   27479,200018,-87106,Bearish
2019-04-09,19914,91434,    -548,    8231,165736,-71520,Bearish
2019-04-02,20462,83203,    2139,    2759,156838,-62741,Bearish Reversal
2019-03-26,18323,80444,   -1758,    1142,157145,-62121,Bearish Reversal
2019-03-19,20081,79302,   -2063,   -1623,158074,-59221,Bearish Reversal
2019-03-12,22144,80925,  -11277,   -3802,196766,-58781,Bearish Reversal
2019-03-05,33421,84727,    6056,   17708,207083,-51306,Bearish
2019-02-26,27365,67019,    2521,    4714,186158,-39654,Bearish
2019-02-19,24844,62305,     303,    7022,184023,-37461,Bearish Reversal
2019-02-12,24541,55283,    3789,    3121,185725,-30742,Bullish Reversal
2019-02-05,20752,52162,   -6249,   -8184,192789,-31410,Bullish Reversal
2019-01-29,27001,60346,   -1402,   -7724,204816,-33345,Bullish Reversal
2019-01-22,28403,68070,  -10283,  -17037,212563,-39667,Bullish Reversal
2019-01-15,38686,85107,   -4041,  -18934,229295,-46421,Bullish Reversal
2019-01-08,42727,104041,   10015,  -17294,230524,-61314,Bullish
2018-12-31,32712,121335,    -569,  -11035,216224,-88623,Bullish Reversal
2018-12-24,33281,132370,    6324,    2642,224458,-99089,Bullish
2018-12-18,26957,129728,    1462,    6627,214868,-102771,Bearish
2018-12-11,25495,123101,   -7222,  -19382,213055,-97606,Bullish Reversal
2018-12-04,32717,142483,   -3100,    2342,226835,-109766,Bearish Reversal
2018-11-27,35817,140141,    2355,    6614,231711,-104324,Bearish
2018-11-20,33462,133527,   -6730,   -8959,223144,-100065,Bullish Reversal
2018-11-13,40192,142486,    7132,   20304,231730,-102294,Bearish
2018-11-06,33060,122182,    4206,    1708,209453,-89122,Bullish
2018-10-30,28854,120474,   -1068,   -2252,203113,-91620,Bullish Reversal
2018-10-23,29922,122726,    -174,   -7991,205643,-92804,Bullish Reversal
2018-10-16,30096,130717,  -16938,  -31518,211210,-100621,Bullish Reversal
2018-10-09,47034,162235,   -9040,   -7885,253374,-115201,Bearish
