As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2025-08-05,71234,20576,   -9259,    -510,161262,50658,Bearish Reversal
2025-07-29,80493,21086,   -5185,   -3972,170329,59407,Bearish Reversal
2025-07-22,85678,25058,     656,    -516,173679,60620,Bullish
2025-07-15,85022,25574,    4243,    3316,171474,59448,Bullish
2025-07-08,80779,22258,   -1968,    2911,162803,58521,Bearish Reversal
2025-07-01,82747,19347,   -1744,   -2197,163567,63400,Bullish Reversal
2025-06-24,84491,21544,   -4503,    -276,174613,62947,Bearish Reversal
2025-06-17,88994,21820,    3802,    3278,184831,67174,Bullish
2025-06-10,85192,18542,    3211,   -2669,174281,66650,Bullish
2025-06-03,81981,21211,    8741,     983,163347,60770,Bullish
2025-05-27,73240,20228,    2349,    -621,147555,53012,Bullish
2025-05-20,70891,20849,    2947,     659,141451,50042,Bullish
2025-05-13,67944,20190,   -2391,    -893,138262,47754,Bearish Reversal
2025-05-06,70335,21083,      36,     727,140261,49252,Bearish Reversal
2025-04-29,70299,20356,    5606,     389,152669,49943,Bullish
2025-04-22,64693,19967,    -375,   -1152,146923,44726,Bullish
2025-04-15,65068,21119,   -3358,    -791,144400,43949,Bearish Reversal
2025-04-08,68426,21910,  -17183,   -6441,154289,46516,Bearish Reversal
2025-04-01,85609,28351,    -103,    3589,170197,57258,Bearish
2025-03-25,85712,24762,   -1889,    -541,169628,60950,Bearish Reversal
2025-03-18,87601,25303,    7636,    4864,170566,62298,Bullish
2025-03-11,79965,20439,    6650,     440,155263,59526,Bullish
2025-03-04,73315,19999,   -5154,   -5608,145935,53316,Bullish Reversal
2025-02-25,78469,25607,   -6345,   -4753,163681,52862,Bearish Reversal
2025-02-18,84814,30360,    5702,     958,170107,54454,Bullish
2025-02-11,79112,29402,   -4008,   -3357,164251,49710,Bearish Reversal
2025-02-04,83120,32759,    8464,    2471,170726,50361,Bullish
2025-01-28,74656,30288,   -1004,    2108,165135,44368,Bearish
2025-01-21,75660,28180,    4149,    2749,159899,47480,Bullish
2025-01-14,71511,25431,    2619,   -2513,150364,46080,Bullish Reversal
2025-01-07,68892,27944,    1885,   -1174,151590,40948,Bullish
2024-12-31,67007,29118,    -844,    1430,151013,37889,Bearish
2024-12-24,67851,27688,    -332,    -231,145618,40163,Bearish Reversal
2024-12-17,68183,27919,   -4332,   -3431,146938,40264,Bearish Reversal
2024-12-10,72515,31350,    8230,   10325,151096,41165,Bearish
2024-12-03,64285,21025,    1209,     732,134074,43260,Bullish Reversal
2024-11-26,63076,20293,   -2863,     677,134590,42783,Bearish Reversal
2024-11-19,65939,19616,   -3012,   -1693,141287,46323,Bearish Reversal
2024-11-12,68951,21309,   -5029,     675,147526,47642,Bearish Reversal
2024-11-05,73980,20634,   -5669,    1416,151126,53346,Bearish Reversal
2024-10-29,79649,19218,   -2490,    3434,156320,60431,Bearish Reversal
2024-10-22,82139,15784,   12115,    -208,157264,66355,Bullish
2024-10-15,70024,15992,   -2089,   -1406,141898,54032,Bearish Reversal
2024-10-08,72113,17398,   -3475,   -1266,142839,54715,Bearish Reversal
2024-10-01,75588,18664,   -5441,    -167,144757,56924,Bearish Reversal
2024-09-24,81029,18831,    6051,    2151,150071,62198,Bullish
2024-09-17,74978,16680,   13329,    -227,140605,58298,Bullish
2024-09-10,61649,16907,   -2450,   -1133,128959,44742,Bearish Reversal
2024-09-03,64099,18040,   -1616,    4511,130928,46059,Bearish Reversal
2024-08-27,65715,13529,    1785,   -1077,141613,52186,Bullish Reversal
2024-08-20,63930,14606,    2472,   -1563,146986,49324,Bullish Reversal
2024-08-13,61458,16169,   -3116,     676,147859,45289,Bearish
2024-08-06,64574,15493,   -2842,   -2862,147537,49081,Bullish Reversal
2024-07-30,67416,18355,   -8057,   -5738,151437,49061,Bearish Reversal
2024-07-23,75473,24093,   -9532,    -747,157106,51380,Bearish Reversal
2024-07-16,85005,24840,     654,    1545,166641,60165,Bearish
2024-07-09,84351,23295,    4580,    -642,163245,61056,Bullish
2024-07-02,79771,23937,   -1595,   -1451,154724,55834,Bearish Reversal
2024-06-25,81366,25388,    -493,   -4570,166470,55978,Bullish Reversal
2024-06-18,81859,29958,   -2334,   -2543,176605,51901,Bullish
2024-06-11,84193,32501,   -4411,     300,176036,51692,Bearish Reversal
2024-06-04,88604,32201,   -3126,   -2346,179854,56403,Bearish Reversal
2024-05-28,91730,34547,   -2411,      50,184846,57183,Bearish Reversal
2024-05-21,94141,34497,    6205,    6022,186945,59644,Bullish
2024-05-14,87936,28475,    6286,     477,171371,59461,Bullish
2024-05-07,81650,27998,   -1444,    -602,161868,53652,Bearish Reversal
2024-04-30,83094,28600,   -3084,    1762,166315,54494,Bearish Reversal
2024-04-23,86178,26838,    3763,   -2218,175740,59340,Bullish Reversal
2024-04-16,82415,29056,   -2411,   -2558,175784,53359,Bullish
2024-04-09,84826,31614,    1261,    1196,174397,53212,Bullish
2024-04-02,83565,30418,    2844,     533,166823,53147,Bullish
2024-03-26,80721,29885,    3089,    4688,160327,50836,Bearish
2024-03-19,77632,25197,   10538,    -919,153154,52435,Bullish
2024-03-12,67094,26116,    8209,   -4454,144534,40978,Bullish
2024-03-05,58885,30570,    4339,   -9477,141026,28315,Bullish Reversal
2024-02-27,54546,40047,   -3036,    4842,144382,14499,Bearish Reversal
2024-02-20,57582,35205,     797,   -9155,146584,22377,Bullish Reversal
2024-02-13,56785,44360,    1450,    5905,152544,12425,Bearish
2024-02-06,55335,38455,    2557,    7103,147333,16880,Bearish
2024-01-30,52778,31352,    -343,   -4032,136544,21426,Bullish Reversal
2024-01-23,53121,35384,    -880,    6976,138617,17737,Bearish
2024-01-16,54001,28408,    1115,    1884,131956,25593,Bearish Reversal
2024-01-09,52886,26524,   -4748,    1460,131992,26362,Bearish Reversal
2024-01-02,57634,25064,    3075,    2368,134725,32570,Bullish
2023-12-26,54559,22696,    1928,    -184,131408,31863,Bullish
2023-12-19,52631,22880,   -3053,   -4346,127549,29751,Bullish Reversal
2023-12-12,55684,27226,   -7557,     288,134281,28458,Bearish Reversal
2023-12-05,63241,26938,     361,   -1662,139753,36303,Bullish
2023-11-28,62880,28600,    9508,    2680,139144,34280,Bullish
2023-11-21,53372,25920,    3081,   -1973,134333,27452,Bullish Reversal
2023-11-14,50291,27893,    3095,   -1050,134826,22398,Bullish
2023-11-07,47196,28943,    -829,    1129,131073,18253,Bearish
2023-10-31,48025,27814,   -3835,     286,126549,20211,Bearish
2023-10-24,51860,27528,    1111,   -3475,123980,24332,Bullish
2023-10-17,50749,31003,     412,   -7035,123640,19746,Bullish Reversal
2023-10-10,50337,38038,   -1068,    1977,126971,12299,Bearish
2023-10-03,51405,36061,    -134,    4627,125847,15344,Bearish Reversal
2023-09-26,51539,31434,     840,   -4034,126206,20105,Bullish
2023-09-19,50699,35468,   -2264,     538,125749,15231,Bearish
2023-09-12,52963,34930,   -4595,    4176,125292,18033,Bearish Reversal
2023-09-05,57558,30754,   -4186,   -3857,128279,26804,Bearish Reversal
2023-08-29,61744,34611,    8777,   -5479,134993,27133,Bullish Reversal
2023-08-22,52967,40090,    2275,   -2741,136680,12877,Bullish Reversal
2023-08-15,50692,42831,   -3089,    2374,138215,7861,Bearish
2023-08-08,53781,40457,  -14682,    2825,137631,13324,Bearish Reversal
2023-08-01,68463,37632,   -4323,    1771,144138,30831,Bearish Reversal
2023-07-25,72786,35861,   -3634,    3303,146898,36925,Bearish
2023-07-18,76420,32558,   25115,    1545,146863,43862,Bullish
2023-07-11,51305,31013,    4872,    2570,120282,20292,Bullish
2023-07-03,46433,28443,     450,    1512,114421,17990,Bearish Reversal
2023-06-27,45983,26931,   -6564,   -5558,123491,19052,Bearish Reversal
2023-06-20,52547,32489,   -2507,    1171,152633,20058,Bearish Reversal
2023-06-13,55054,31318,    1905,    -356,153853,23736,Bullish
2023-06-06,53149,31674,   -1688,   -2039,137871,21475,Bullish
2023-05-30,54837,33713,   -1849,   -1015,133619,21124,Bearish Reversal
2023-05-23,56686,34728,   -3754,   -1897,135740,21958,Bearish Reversal
2023-05-16,60440,36625,   -8726,    -181,140139,23815,Bearish Reversal
2023-05-09,69166,36806,     947,     539,145445,32360,Bullish
2023-05-02,68219,36267,    2074,     725,142538,31952,Bullish Reversal
2023-04-25,66145,35542,    3177,    -831,149692,30603,Bullish Reversal
2023-04-18,62968,36373,    7385,    4508,158371,26595,Bullish
2023-04-11,55583,31865,    5256,    2821,142699,23718,Bullish
2023-04-04,50327,29044,    8073,     151,131210,21283,Bullish
2023-03-28,42254,28893,     929,   -8970,117395,13361,Bullish Reversal
2023-03-21,41325,37863,    -902,   -5583,119082,3462,Bullish Reversal
2023-03-14,42227,43446,    -676,   -7239,121772,-1219,Bullish Reversal
2023-03-07,42903,50685,   -1299,    6429,127503,-7782,Bearish
2023-02-28,44202,44256,    -783,    9173,123900,-54,Bearish Reversal
2023-02-21,44985,35083,   -1043,     561,123906,9902,Bearish Reversal
2023-02-14,46028,34522,   -2093,     -68,132132,11506,Bearish Reversal
2023-02-07,48121,34590,   -6746,    7039,133601,13531,Bearish Reversal
2023-01-31,54867,27551,    -728,   -2360,138263,27316,Bullish
2023-01-24,55595,29911,   -1844,    3940,134922,25684,Bearish
2023-01-17,57439,25971,     669,   -1786,131862,31468,Bullish
2023-01-10,56770,27757,   -1031,     890,129961,29013,Bearish Reversal
2023-01-03,57801,26867,    1931,    2024,131990,30934,Bearish
2022-12-27,55870,24843,    -294,   -1559,128467,31027,Bullish Reversal
2022-12-20,56164,26402,    4759,   -2184,129278,29762,Bullish
2022-12-13,51405,28586,    2451,   -1160,125555,22819,Bullish
2022-12-06,48954,29746,     513,   -1212,122558,19208,Bullish
2022-11-29,48441,30958,   -2099,   -2816,121258,17483,Bullish Reversal
2022-11-22,50540,33774,   -2152,   -1311,128907,16766,Bearish Reversal
2022-11-15,52692,35085,    -959,   -5563,141623,17607,Bullish
2022-11-08,53651,40648,    2365,   -9114,140437,13003,Bullish
2022-11-01,51286,49762,     123,   -1502,138875,1524,Bullish Reversal
2022-10-25,51163,51264,    -378,     990,139085,-101,Bearish
2022-10-18,51541,50274,    3602,    9724,136055,1267,Bearish
2022-10-11,47939,40550,   -3987,   -2668,125623,7389,Bearish Reversal
2022-10-04,51926,43218,    1942,   -6008,129524,8708,Bullish
2022-09-27,49984,49226,   -2339,   -4737,129000,758,Bullish Reversal
2022-09-20,52323,53963,   -1050,   -4050,132107,-1640,Bullish Reversal
2022-09-13,53373,58013,    1659,   -6485,135530,-4640,Bullish Reversal
2022-09-06,51714,64498,    2246,    6759,138300,-12784,Bearish Reversal
2022-08-30,49468,57739,     317,    4088,138714,-8271,Bearish Reversal
2022-08-23,49151,53651,    1300,    9308,144357,-4500,Bearish
2022-08-16,47851,44343,   -1013,   -1642,144314,3508,Bullish
2022-08-09,48864,45985,    -356,   -2261,141093,2879,Bullish
2022-08-02,49220,48246,   -5451,  -10925,136267,974,Bullish Reversal
2022-07-26,54671,59171,   -1516,    4344,147784,-4500,Bearish
2022-07-19,56187,54827,    1443,    3287,145247,1360,Bearish
2022-07-12,54744,51540,     -97,    1838,142259,3204,Bearish
2022-07-05,54841,49702,    1909,    7661,140463,5139,Bearish
2022-06-28,52932,42041,   -1519,    6009,135775,10891,Bearish Reversal
2022-06-21,54451,36032,   -2765,   -7179,145356,18419,Bullish Reversal
2022-06-14,57216,43211,    2317,    5716,151978,14005,Bearish
2022-06-07,54899,37495,    -646,   -4053,148294,17404,Bullish
2022-05-31,55545,41548,   -3203,   -3097,147301,13997,Bearish
2022-05-24,58748,44645,   -1109,     902,146456,14103,Bearish
2022-05-17,59857,43743,      28,    2996,144534,16114,Bearish
2022-05-10,59829,40747,    3065,   12051,142752,19082,Bearish
2022-05-03,56764,28696,     -18,    7320,137692,28068,Bearish Reversal
2022-04-26,56782,21376,  -12306,   -1283,145538,35406,Bearish Reversal
2022-04-19,69088,22659,    2732,    2289,170577,46429,Bullish
2022-04-12,66356,20370,    1420,     468,158813,45986,Bullish
2022-04-05,64936,19902,    -981,    2225,148526,45034,Bearish
2022-03-29,65917,17677,   -3362,   -3655,147370,48240,Bullish Reversal
2022-03-22,69279,21332,   -4765,   -1158,155456,47947,Bearish Reversal
2022-03-15,74044,22490,   -2521,   -1778,159571,51554,Bearish Reversal
2022-03-08,76565,24268,    5330,   -2019,168283,52297,Bullish
2022-03-01,71235,26287,   12405,   -2241,157391,44948,Bullish Reversal
2022-02-22,58830,28528,    1919,   -4827,163745,30302,Bullish
2022-02-15,56911,33355,       6,   -4251,156968,23556,Bullish
2022-02-08,56905,37606,   -3818,    -999,147379,19299,Bearish Reversal
2022-02-01,60723,38605,   -3200,    6823,149136,22118,Bearish Reversal
2022-01-25,63923,31782,   -2062,   -4503,151779,32141,Bullish
2022-01-18,65985,36285,    -208,   -2360,148737,29700,Bullish
2022-01-11,66193,38645,    1085,    4456,144442,27548,Bearish
2022-01-04,65108,34189,    1235,   -3226,139521,30919,Bullish Reversal
2021-12-28,63873,37415,    1803,   -3729,141246,26458,Bullish
2021-12-21,62070,41144,   -1599,    -541,141119,20926,Bearish Reversal
2021-12-14,63669,41685,     739,    8588,142384,21984,Bearish
2021-12-07,62930,33097,     252,    8853,136572,29833,Bearish Reversal
2021-11-30,62678,24244,   -5800,   -4129,138003,38434,Bearish Reversal
2021-11-23,68478,28373,   -5466,      54,149642,40105,Bearish Reversal
2021-11-16,73944,28319,    8931,     221,152404,45625,Bullish
2021-11-09,65013,28098,     511,   -3289,144370,36915,Bullish
2021-11-02,64502,31387,   -2175,    2242,141394,33115,Bearish Reversal
2021-10-26,66677,29145,     105,   -7071,141581,37532,Bullish Reversal
2021-10-19,66572,36216,    3084,   -9285,143664,30356,Bullish
2021-10-12,63488,45501,    -469,   -2077,139403,17987,Bullish Reversal
2021-10-05,63957,47578,    -533,    -207,139763,16379,Bearish Reversal
2021-09-28,64490,47785,   -2218,   -3288,142163,16705,Bullish Reversal
2021-09-21,66708,51073,    1881,   12922,145537,15635,Bearish
2021-09-14,64827,38151,     948,    2828,140540,26676,Bearish
2021-09-07,63879,35323,     944,   -5281,139187,28556,Bullish Reversal
2021-08-31,62935,40604,    -376,    -846,140937,22331,Bullish Reversal
2021-08-24,63311,41450,     -79,    -720,149847,21861,Bullish Reversal
2021-08-17,63390,42170,    -989,    2265,153825,21220,Bearish Reversal
2021-08-10,64379,39905,   -1813,    9852,154491,24474,Bearish
2021-08-03,66192,30053,    -541,   -5463,146196,36139,Bullish Reversal
2021-07-27,66733,35516,   -3553,    2705,150814,31217,Bearish Reversal
2021-07-20,70286,32811,   -3961,    2253,151763,37475,Bearish Reversal
2021-07-13,74247,30558,   -2543,   -1744,154699,43689,Bearish Reversal
2021-07-06,76790,32302,    4935,    1924,157216,44488,Bullish
2021-06-29,71855,30378,   -1986,   -3592,157119,41477,Bullish Reversal
2021-06-22,73841,33970,  -14750,   -2557,175703,39871,Bearish Reversal
2021-06-15,88591,36527,    5213,    2955,194268,52064,Bullish
2021-06-08,83378,33572,   -1022,   -3311,184841,49806,Bullish
2021-06-01,84400,36883,   -1613,    1352,182312,47517,Bearish
2021-05-25,86013,35531,    -627,    -128,180830,50482,Bearish Reversal
2021-05-18,86640,35659,     243,    2105,181606,50981,Bearish
2021-05-11,86397,33554,    7539,    2563,178250,52843,Bullish
2021-05-04,78858,30991,    2478,   -2548,167073,47867,Bullish Reversal
2021-04-27,76380,33539,    1213,      53,172470,42841,Bullish
2021-04-20,75167,33486,    5738,     481,169420,41681,Bullish
2021-04-13,69429,33005,    2184,   -1925,164066,36424,Bullish
2021-04-06,67245,34930,     743,   -2602,154593,32315,Bullish Reversal
2021-03-30,66502,37532,   -3755,   -1646,154987,28970,Bearish Reversal
2021-03-23,70257,39178,    -401,    2129,160437,31079,Bearish
2021-03-16,70658,37049,    -787,    1753,159092,33609,Bearish
2021-03-09,71445,35296,   -3480,     -13,155425,36149,Bearish Reversal
2021-03-02,74925,35309,   -3785,    4242,158349,39616,Bearish Reversal
2021-02-23,78710,31067,   -2938,    -757,172392,47643,Bearish Reversal
2021-02-16,81648,31824,    1515,    1234,183544,49824,Bullish
2021-02-09,80133,30590,    -501,    1365,179288,49543,Bearish Reversal
2021-02-02,80634,29225,   -3810,    -759,179786,51409,Bearish
2021-01-26,84444,29984,     435,   -2023,167880,54460,Bullish
2021-01-19,84009,32007,   -3896,   -3106,166896,52002,Bearish Reversal
2021-01-12,87905,35113,   -2872,    -113,170033,52792,Bearish Reversal
2021-01-05,90777,35226,    1909,    1137,176005,55551,Bullish
2020-12-29,88868,34089,   -1605,     905,170057,54779,Bearish Reversal
2020-12-21,90473,33184,    9784,    2007,171398,57289,Bullish
2020-12-15,80689,31177,    1379,     243,158268,49512,Bullish
2020-12-08,79310,30934,    2287,    1803,154821,48376,Bullish
2020-12-01,77023,29131,    2252,      40,152372,47892,Bullish Reversal
2020-11-24,74771,29091,    -861,    -927,162092,45680,Bullish
2020-11-17,75632,30018,    3088,    3302,160972,45614,Bearish
2020-11-10,72544,26716,      28,    -459,155011,45828,Bullish
2020-11-03,72516,27175,   -4136,   -4846,153267,45341,Bullish Reversal
2020-10-27,76652,32021,    -294,    -199,160550,44631,Bearish
2020-10-20,76946,32220,      26,   -3912,157845,44726,Bullish Reversal
2020-10-13,76920,36132,    1562,    2031,158203,40788,Bearish
2020-10-06,75358,34101,     727,     200,155484,41257,Bullish Reversal
2020-09-29,74631,33901,    -378,   -2161,157308,40730,Bullish Reversal
2020-09-22,75009,36062,   -1995,   -2593,157908,38947,Bullish Reversal
2020-09-15,77004,38655,    3985,    -884,162397,38349,Bullish
2020-09-08,73019,39539,   -3327,   -3335,158991,33480,Bullish Reversal
2020-09-01,76346,42874,    2035,    -100,166449,33472,Bullish Reversal
2020-08-25,74311,42974,    3028,   -1753,187631,31337,Bullish Reversal
2020-08-18,71283,44727,    3855,     867,194897,26556,Bullish Reversal
2020-08-11,67428,43860,   -8070,   -1749,198069,23568,Bearish Reversal
2020-08-04,75498,45609,    1097,   -1484,205527,29889,Bullish
2020-07-28,74401,47093,  -15609,    3838,184020,27308,Bearish Reversal
2020-07-21,90010,43255,    4331,    1445,185745,46755,Bullish
2020-07-14,85679,41810,    4938,   -1106,178367,43869,Bullish
2020-07-07,80741,42916,    1995,    1771,169513,37825,Bullish
2020-06-30,78746,41145,    6887,    7209,169418,37601,Bearish Reversal
2020-06-23,71859,33936,    5195,    3894,183444,37923,Bullish
2020-06-16,66664,30042,    1004,   -2253,174386,36622,Bullish Reversal
2020-06-09,65660,32295,     663,    4522,175240,33365,Bearish
2020-06-02,64997,27773,    3472,    3437,169670,37224,Bullish
2020-05-26,61525,24336,    7134,     873,158185,37189,Bullish
2020-05-19,54391,23463,    9634,    4479,151890,30928,Bullish
2020-05-12,44757,18984,     705,   -2153,135987,25773,Bullish
2020-05-05,44052,21137,    -968,    1622,132573,22915,Bearish Reversal
2020-04-28,45020,19515,   -1668,    1335,138349,25505,Bearish Reversal
2020-04-21,46688,18180,   -1315,     731,139607,28508,Bearish Reversal
2020-04-14,48003,17449,    1532,     695,143477,30554,Bullish
2020-04-07,46471,16754,    -579,     582,138974,29717,Bearish Reversal
2020-03-31,47050,16172,   -6027,   -3218,139256,30878,Bearish Reversal
2020-03-24,53077,19390,   -8138,     143,150700,33687,Bearish Reversal
2020-03-17,61215,19247,  -13902,  -10923,166682,41968,Bearish Reversal
2020-03-10,75117,30170,   -7453,   -4097,187060,44947,Bearish Reversal
2020-03-03,82570,34267,  -24920,    1570,196909,48303,Bearish Reversal
2020-02-25,107490,32697,    -450,    2634,238970,74793,Bearish
2020-02-18,107940,30063,   11545,    1305,238077,77877,Bullish
2020-02-11,96395,28758,    -683,    -517,221858,67637,Bearish Reversal
2020-02-04,97078,29275,   -8559,  -12945,224936,67803,Bullish Reversal
2020-01-28,105637,42220,   -3507,    1951,231933,63417,Bearish Reversal
2020-01-21,109144,40269,   -1618,   -3120,233858,68875,Bullish Reversal
2020-01-14,110762,43389,    1538,    1418,234639,67373,Bullish
2020-01-07,109224,41971,    2914,    5389,234324,67253,Bearish
2019-12-31,106310,36582,    5280,   -2026,229680,69728,Bullish
2019-12-24,101030,38608,   12815,   -3826,223046,62422,Bullish
2019-12-17,88215,42434,    2598,   -2441,206302,45781,Bullish
2019-12-10,85617,44875,   -3624,    5861,202258,40742,Bearish Reversal
2019-12-03,89241,39014,   -1654,     629,205807,50227,Bearish Reversal
2019-11-26,90895,38385,     997,   -6797,209603,52510,Bullish Reversal
2019-11-19,89898,45182,     571,   -6781,221707,44716,Bullish Reversal
2019-11-12,89327,51963,   -7847,    2786,222122,37364,Bearish Reversal
2019-11-05,97174,49177,    1806,    7487,227509,47997,Bearish
2019-10-29,95368,41690,    5621,   -1314,221384,53678,Bullish
2019-10-22,89747,43004,    4659,    1905,214529,46743,Bullish
2019-10-15,85088,41099,   -5004,    1761,210916,43989,Bearish Reversal
2019-10-08,90092,39338,     125,    -814,213968,50754,Bullish
2019-10-01,89967,40152,   -4035,   -3121,212266,49815,Bearish Reversal
2019-09-24,94002,43273,    -623,    4626,215217,50729,Bearish
2019-09-17,94625,38647,   -5788,   -1535,212514,55978,Bearish Reversal
2019-09-10,100413,40182,   -4564,   -2670,217433,60231,Bearish Reversal
2019-09-03,104977,42852,    1489,    -784,225688,62125,Bullish Reversal
2019-08-27,103488,43636,    7501,   -5637,239970,59852,Bullish
2019-08-20,95987,49273,   -1533,   -8978,238086,46714,Bullish
2019-08-13,97520,58251,   -8514,    2049,233839,39269,Bearish Reversal
2019-08-06,106034,56202,   -5248,    9217,239290,49832,Bearish
2019-07-30,111282,46985,    1153,   -8383,239059,64297,Bullish
2019-07-23,110129,55368,    9680,   -7656,234735,54761,Bullish
2019-07-16,100449,63024,    4369,   -7905,229465,37425,Bullish
2019-07-09,96080,70929,   -3659,    1645,218493,25151,Bearish Reversal
2019-07-02,99739,69284,    2166,    2276,221224,30455,Bearish Reversal
2019-06-25,97573,67008,    4298,  -11751,229007,30565,Bullish Reversal
2019-06-18,93275,78759,    8050,   -3806,239466,14516,Bullish
2019-06-11,85225,82565,    8572,   -2531,226513,2660,Bullish
2019-06-04,76653,85096,    2990,  -10976,216145,-8443,Bullish Reversal
2019-05-28,73663,96072,   -1819,    5928,217605,-22409,Bearish
2019-05-21,75482,90144,   -2060,   10393,210356,-14662,Bearish
2019-05-14,77542,79751,     196,    1448,203788,-2209,Bearish
2019-05-07,77346,78303,     226,    3319,199467,-957,Bearish
2019-04-30,77120,74984,    1231,   -1015,196610,2136,Bullish Reversal
2019-04-23,75889,75999,    -144,    5851,219113,-110,Bearish Reversal
2019-04-16,76033,70148,    -377,   10156,224783,5885,Bearish
2019-04-09,76410,59992,   -2583,   -2218,208784,16418,Bearish
2019-04-02,78993,62210,    2452,   12346,199592,16783,Bearish
2019-03-26,76541,49864,    1345,   -2022,192676,26677,Bullish
2019-03-19,75196,51886,    -987,    2785,189124,23310,Bearish Reversal
2019-03-12,76183,49101,    -771,    4668,189768,27082,Bearish Reversal
2019-03-05,76954,44433,  -14017,   11775,190024,32521,Bearish Reversal
2019-02-26,90971,32658,    1836,   -6208,206447,58313,Bullish Reversal
2019-02-19,89135,38866,    -587,    2347,220822,50269,Bearish
2019-02-12,89722,36519,    -146,    3746,217925,53203,Bearish
2019-02-05,89868,32773,    3794,     982,207101,57095,Bullish
2019-01-29,86074,31791,    2771,   -3356,194895,54283,Bullish
2019-01-22,83303,35147,   -2656,    1363,188674,48156,Bearish Reversal
2019-01-15,85959,33784,    -827,    1021,191922,52175,Bearish
2019-01-08,86786,32763,    3764,   -5300,186506,54023,Bullish
2018-12-31,83022,38063,    5708,  -13701,176159,44959,Bullish
2018-12-24,77314,51764,    3291,   -2428,173685,25550,Bullish
2018-12-18,74023,54192,    2887,   -5688,172860,19831,Bullish Reversal
2018-12-11,71136,59880,    1822,  -10069,174071,11256,Bullish Reversal
2018-12-04,69314,69949,    1501,   -8830,179909,-635,Bullish Reversal
2018-11-27,67813,78779,   -3833,   -3595,199783,-10966,Bearish Reversal
2018-11-20,71646,82374,   -2972,   -9389,223049,-10728,Bullish Reversal
2018-11-13,74618,91763,    1501,   16176,224346,-17145,Bearish
2018-11-06,73117,75587,   -2936,   -8936,213566,-2470,Bullish
2018-10-30,76053,84523,    1037,    4328,208976,-8470,Bearish
2018-10-23,75016,80195,    2813,   -6835,199746,-5179,Bullish
2018-10-16,72203,87030,      68,   -7355,199398,-14827,Bullish Reversal
2018-10-09,72135,94385,   -3802,     950,199853,-22250,Bearish Reversal
2018-10-02,75937,93435,   -3261,   -9018,200173,-17498,Bullish Reversal
2018-09-25,79198,102453,    -826,   -3087,204508,-23255,Bullish Reversal
2018-09-18,80024,105540,   -1071,   -2958,205469,-25516,Bullish Reversal
2018-09-11,81095,108498,   -1966,   -3537,208969,-27403,Bullish Reversal
2018-09-04,83061,112035,   -3479,    8897,212391,-28974,Bearish Reversal
