As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2023-11-14,70058,65611,  -12807,    2171,284718,4447,Bearish
2023-11-07,82864,63440,   13798,    -875,279223,19424,Bullish
2023-10-31,69067,64315,    2737,    -621,270325,4752,Bullish
2023-10-24,66330,64935,  -10714,    2650,262564,1395,Bearish Reversal
2023-10-17,77044,62286,    7239,     683,265176,14758,Bullish
2023-10-10,69805,61603,    6376,   -2944,264373,8202,Bullish
2023-10-03,63429,64547,    7476,    6658,263748,-1118,Bullish
2023-09-26,55953,57889,      26,    4198,248727,-1936,Bearish
2023-09-19,55927,53691,   -3663,   -1437,241955,2236,Bearish Reversal
2023-09-12,59590,55128,   -4485,     613,319625,4462,Bearish
2023-09-05,64075,54515,     132,    2859,291708,9560,Bearish
2023-08-29,63942,51656,    2463,   -1590,282272,12286,Bullish
2023-08-22,61479,53247,     420,   -7669,278608,8232,Bullish Reversal
2023-08-15,61059,60915,   -1317,  -16649,281293,144,Bullish Reversal
2023-08-08,62376,77564,   -1834,    -520,281647,-15188,Bearish
2023-08-01,64211,78084,    4938,    6418,276532,-13873,Bearish
2023-07-25,59273,71666,   -8999,    4962,272910,-12393,Bearish Reversal
2023-07-18,68272,66705,   -2348,    5505,278468,1567,Bearish
2023-07-11,70620,61200,    2601,   -1583,271791,9420,Bullish
2023-07-03,68020,62783,  -11183,     271,259143,5237,Bearish Reversal
2023-06-27,79203,62511,    7372,    7563,265818,16692,Bearish
2023-06-20,71831,54948,  -19559,  -18857,255039,16883,Bearish Reversal
2023-06-13,91391,73805,    1849,   -3463,335337,17586,Bullish
2023-06-06,89542,77268,    4126,    4437,318085,12274,Bearish
2023-05-30,85416,72831,    6832,   11004,310068,12585,Bearish
2023-05-23,78584,61828,   -2942,    3692,285583,16756,Bearish
2023-05-16,81526,58135,    2726,    1134,283785,23391,Bullish
2023-05-09,78800,57002,    5736,   -2374,264599,21798,Bullish
2023-05-02,73064,59376,   60103,   47440,255954,13688,Bullish
2023-04-25,12961,11935,    1211,     719,49531,1026,Bullish
2023-04-18,11751,11216,    1429,     469,49012,535,Bullish
2023-04-11,10321,10747,    2558,    -693,47494,-426,Bullish
2023-04-04,7763,11440,   -2499,    -291,46437,-3677,Bearish
2023-03-28,10262,11731,    -351,      95,44015,-1469,Bearish
2023-03-21,10613,11637,   -1614,   -1884,42975,-1024,Bullish Reversal
2023-03-14,12227,13521,    1109,     -81,61292,-1294,Bullish
2023-03-07,11117,13602,     328,   -1953,52162,-2485,Bullish Reversal
2023-02-28,10789,15555,    -781,    1171,53651,-4766,Bearish Reversal
2023-02-21,11570,14384,     768,    -983,53659,-2814,Bullish Reversal
2023-02-14,10802,15367,    -860,     721,55237,-4565,Bearish Reversal
2023-02-07,11662,14646,    -226,    -414,55861,-2984,Bullish
2023-01-31,11888,15059,    -160,   -2041,55690,-3171,Bullish
2023-01-24,12048,17100,    -276,     650,54777,-5052,Bearish Reversal
2023-01-17,12324,16451,     911,    3407,55003,-4127,Bearish
2023-01-10,11414,13044,    -547,    1356,50725,-1630,Bearish
2023-01-03,11960,11688,    -792,    -830,48932,272,Bullish Reversal
2022-12-27,12753,12518,     255,     924,50156,235,Bearish
2022-12-20,12498,11595,   -2123,     814,49009,903,Bearish Reversal
2022-12-13,14621,10781,     873,    -263,62597,3840,Bullish
2022-12-06,13747,11044,     153,    -599,50020,2703,Bullish Reversal
2022-11-29,13594,11643,     121,   -1221,50849,1951,Bullish
2022-11-22,13473,12864,    -160,   -1821,50542,609,Bullish Reversal
2022-11-15,13633,14685,   -2029,   -1461,53686,-1052,Bearish Reversal
2022-11-08,15662,16145,     733,   -1834,54611,-483,Bullish Reversal
2022-11-01,14929,17979,   -1569,    2621,56493,-3050,Bearish
2022-10-25,16498,15358,     594,    -243,56318,1140,Bullish
2022-10-18,15904,15601,   -1079,     324,54878,303,Bearish Reversal
2022-10-11,16983,15277,    3024,     566,56257,1706,Bullish
2022-10-04,13959,14711,    -987,    -244,54434,-752,Bearish Reversal
2022-09-27,14946,14956,     198,     905,56411,-10,Bearish
2022-09-20,14748,14051,    -308,    1357,54363,697,Bearish Reversal
2022-09-13,15056,12695,   -2030,      18,62994,2361,Bearish
2022-09-06,17086,12677,    1610,    2562,57351,4409,Bearish
2022-08-30,15476,10114,   -1382,     864,52728,5362,Bearish
2022-08-23,16857,9251,    1177,   -5060,52432,7606,Bullish Reversal
2022-08-16,15680,14311,     892,    3738,53559,1369,Bearish
2022-08-09,14788,10573,    -196,     532,51757,4215,Bearish Reversal
2022-08-02,14984,10041,   -1715,    -295,52465,4943,Bearish Reversal
2022-07-26,16698,10336,    1333,     595,53432,6362,Bullish
2022-07-19,15365,9742,     -29,   -1769,51278,5623,Bullish
2022-07-12,15394,11511,   -1308,     987,50852,3883,Bearish Reversal
2022-07-05,16703,10524,     905,    -436,51890,6179,Bullish
2022-06-28,15797,10959,    -780,     543,49609,4838,Bearish
2022-06-21,16578,10416,   -1096,   -1577,47325,6162,Bullish Reversal
2022-06-14,17674,11993,     978,   -1301,60453,5681,Bullish
2022-06-07,16695,13295,    1808,    -471,53659,3400,Bullish
2022-05-31,14888,13765,    -114,    1509,52616,1123,Bearish
2022-05-24,15002,12257,    1044,    1334,51049,2745,Bearish
2022-05-17,13958,10923,     113,    -228,48711,3035,Bullish Reversal
2022-05-10,13844,11151,     429,     954,49984,2693,Bearish
2022-05-03,13415,10197,    -189,    -241,45344,3218,Bullish Reversal
2022-04-26,13604,10438,     457,   -1080,47395,3166,Bullish Reversal
2022-04-19,13147,11517,    -494,     474,47422,1630,Bearish
2022-04-12,13641,11043,    1911,   -2414,45660,2598,Bullish Reversal
2022-04-05,11730,13457,    1926,    1408,46538,-1727,Bullish
2022-03-29,9804,12049,   -1531,    1276,44664,-2245,Bearish
2022-03-22,11335,10773,   -2317,     916,42562,562,Bearish Reversal
2022-03-15,13652,9857,   -1420,     108,52947,3795,Bearish
2022-03-08,15072,9749,    2782,    -114,49602,5323,Bullish Reversal
2022-03-01,12290,9863,   -2778,   -2424,49907,2427,Bearish Reversal
2022-02-22,15068,12287,    1464,     551,51586,2781,Bullish
2022-02-15,13604,11736,     196,     -78,47189,1868,Bullish
2022-02-08,13408,11814,    -827,   -2620,46753,1594,Bullish Reversal
2022-02-01,14236,14434,   -3346,    2872,47867,-198,Bearish Reversal
2022-01-25,17582,11561,    -137,    -116,48669,6021,Bearish
2022-01-18,17719,11677,    2504,     717,47162,6042,Bullish
2022-01-11,15215,10961,    1305,    1395,44044,4254,Bearish
2022-01-04,13910,9565,      47,   -1477,42186,4345,Bullish Reversal
2021-12-28,13863,11042,    -532,    1719,42219,2821,Bearish
2021-12-21,14395,9323,   -2612,    -991,41614,5072,Bearish Reversal
2021-12-14,17007,10315,     864,    -673,53943,6692,Bullish
2021-12-07,16143,10988,   -1200,     431,50376,5155,Bearish Reversal
2021-11-30,17343,10557,     624,    -560,51695,6786,Bullish Reversal
2021-11-23,16719,11116,     596,   -2315,51745,5603,Bullish Reversal
2021-11-16,16123,13431,    -282,     266,52868,2692,Bearish
2021-11-09,16405,13165,    2102,     306,52579,3240,Bullish
2021-11-02,14303,12859,    1152,    -943,51117,1444,Bullish
2021-10-26,13151,13802,    1035,    1075,49102,-651,Bearish
2021-10-19,12116,12727,     -19,     429,47473,-611,Bearish
2021-10-12,12134,12298,     380,      13,46123,-164,Bullish
2021-10-05,11754,12285,   -1054,    -980,45030,-531,Bearish Reversal
2021-09-28,12808,13264,   -1172,    1168,46122,-456,Bearish
2021-09-21,13980,12096,   -2418,   -2390,44460,1884,Bearish Reversal
2021-09-14,16398,14486,    1311,     396,55540,1912,Bullish
2021-09-07,15087,14089,    1208,    -280,46866,998,Bullish
2021-08-31,13879,14369,     846,     852,46120,-490,Bearish
2021-08-24,13033,13517,    2050,   -1852,45425,-484,Bullish Reversal
2021-08-17,10983,15368,    -718,    1014,46900,-4385,Bearish
2021-08-10,11700,14354,   -1273,    1087,46672,-2654,Bearish
2021-08-03,12974,13267,     206,   -1466,44609,-293,Bullish Reversal
2021-07-27,12768,14733,   -1611,    -103,46944,-1965,Bearish
2021-07-20,14379,14835,     786,     391,46906,-456,Bullish
2021-07-13,13593,14444,     442,     979,46456,-851,Bearish
2021-07-06,13151,13465,     446,    -860,45658,-314,Bullish
2021-06-29,12705,14325,     956,     502,44827,-1620,Bullish
2021-06-22,11749,13822,   -1429,   -1563,44754,-2073,Bullish Reversal
2021-06-15,13178,15385,    1075,    1582,57779,-2207,Bearish
2021-06-08,12104,13804,    1472,     262,47631,-1700,Bullish Reversal
2021-06-01,10632,13542,      46,     296,47675,-2910,Bearish
2021-05-25,10586,13245,   -1212,     227,46678,-2659,Bearish
2021-05-18,11798,13019,    -444,    -426,45595,-1221,Bearish
2021-05-11,12243,13445,     810,   -1349,45487,-1202,Bullish Reversal
2021-05-04,11433,14794,     921,    2730,47448,-3361,Bearish
2021-04-27,10512,12064,    -545,     -19,43576,-1552,Bearish Reversal
2021-04-20,11057,12082,    -801,    -999,43629,-1025,Bullish
2021-04-13,11859,13081,     371,    -286,42860,-1222,Bullish Reversal
2021-04-06,11488,13367,    1869,     175,42918,-1879,Bullish Reversal
2021-03-30,9619,13192,    -327,     714,44446,-3573,Bearish
2021-03-23,9946,12478,   -1467,   -1401,44355,-2532,Bearish Reversal
2021-03-16,11413,13879,   -1078,   -1111,51477,-2466,Bullish
2021-03-09,12491,14990,    1169,   -1031,50706,-2499,Bullish
2021-03-02,11323,16021,   -2184,    1437,48803,-4698,Bearish
2021-02-23,13507,14585,   -1537,    3762,48014,-1078,Bearish
2021-02-16,15044,10823,   -1562,    -651,47071,4221,Bearish
2021-02-09,16606,11473,    -829,    -147,46874,5133,Bearish Reversal
2021-02-02,17434,11621,    -149,    1970,46946,5813,Bearish
2021-01-26,17583,9651,     448,   -1162,46412,7932,Bullish Reversal
2021-01-19,17135,10813,    1463,    -777,47010,6322,Bullish
2021-01-12,15673,11590,    1207,    2281,46458,4083,Bearish
2021-01-05,14466,9309,     325,    -872,44180,5157,Bullish
2020-12-29,14140,10181,      78,    2358,43377,3959,Bearish
2020-12-21,14062,7823,    -953,   -4785,42541,6239,Bullish Reversal
2020-12-15,15015,12608,    1014,     421,55366,2407,Bullish
2020-12-08,14001,12187,     652,   -5686,48901,1814,Bullish Reversal
2020-12-01,13349,17874,     114,      79,49193,-4525,Bullish Reversal
2020-11-24,13235,17795,     728,    1992,49452,-4560,Bearish
2020-11-17,12507,15803,   -1178,    -939,47695,-3296,Bearish
2020-11-10,13685,16741,     520,    3638,47620,-3056,Bearish
2020-11-03,13165,13103,      -2,    -162,44591,62,Bullish Reversal
2020-10-27,13167,13265,     -56,    1255,45535,-98,Bearish
2020-10-20,13223,12010,   -1511,     850,43978,1213,Bearish Reversal
2020-10-13,14733,11160,     205,  -18372,45242,3573,Bullish Reversal
2020-10-06,14529,29531,    -328,   -1264,55500,-15002,Bullish
2020-09-29,14857,30795,   -1819,  -12743,55119,-15938,Bullish Reversal
2020-09-22,16676,43538,    1238,   11926,66403,-26862,Bearish Reversal
2020-09-15,15438,31612,    1182,   13662,69673,-16174,Bearish
2020-09-08,14256,17950,   -1605,    3815,50161,-3694,Bearish
2020-09-01,15861,14135,     236,    2454,49030,1726,Bearish
2020-08-25,15625,11681,      49,     346,46997,3944,Bearish
2020-08-18,15576,11335,    1788,      47,45989,4241,Bullish Reversal
2020-08-11,13788,11288,    -931,     221,47013,2500,Bearish
2020-08-04,14719,11067,     231,    1401,45713,3652,Bearish
2020-07-28,14488,9667,    1441,    -238,44183,4821,Bullish Reversal
2020-07-21,13047,9905,   -2856,    1125,44441,3142,Bearish Reversal
2020-07-14,15903,8780,    -457,    1361,44657,7123,Bearish
2020-07-07,16359,7419,     704,     527,42507,8940,Bullish
2020-06-30,15656,6892,     774,    -196,38816,8764,Bullish
2020-06-23,14882,7088,     228,   -2528,36512,7794,Bullish Reversal
2020-06-16,14653,9616,    1175,   -1831,45730,5037,Bullish
2020-06-09,13478,11447,    -228,     260,43255,2031,Bearish
2020-06-02,13707,11187,     -41,   -1872,41947,2520,Bullish Reversal
2020-05-26,13748,13060,    1817,     139,42000,688,Bullish
2020-05-19,11930,12921,    -900,    1780,39633,-991,Bearish
2020-05-12,12831,11141,    1286,    2166,39313,1690,Bearish
2020-05-05,11545,8975,    -334,    -703,36901,2570,Bullish
2020-04-28,11878,9678,      35,    -420,36350,2200,Bullish
2020-04-21,11843,10098,     941,    -754,35851,1745,Bullish
2020-04-14,10902,10853,   -1056,    1697,35587,49,Bearish Reversal
2020-04-07,11959,9156,    -766,     711,36673,2803,Bearish Reversal
2020-03-31,12725,8445,    -620,     583,37304,4280,Bearish Reversal
2020-03-24,13345,7862,     -23,   -1023,39971,5483,Bullish Reversal
2020-03-17,13368,8885,   -1631,   -2580,59254,4483,Bullish
2020-03-10,14999,11465,    -559,    2350,44032,3534,Bearish
2020-03-03,15557,9115,   -1035,     439,43369,6442,Bearish
2020-02-25,16592,8676,     898,   -3337,42933,7916,Bullish
2020-02-18,15694,12013,     885,   -1049,41664,3681,Bullish
2020-02-11,14808,13062,     700,    3212,41566,1746,Bearish
2020-02-04,14109,9851,    -244,     374,40957,4258,Bearish Reversal
2020-01-28,14353,9477,     506,   -2572,41234,4876,Bullish Reversal
2020-01-21,13847,12048,      26,    1572,43385,1799,Bearish
2020-01-14,13821,10476,     988,     978,43174,3345,Bullish
2020-01-07,12833,9498,   -1469,     324,42058,3335,Bearish Reversal
2019-12-31,14302,9175,    1641,    -790,43347,5127,Bullish
2019-12-24,12661,9965,    -444,   -1561,42219,2696,Bullish Reversal
2019-12-17,13105,11526,       5,     865,55265,1579,Bearish
2019-12-10,13101,10661,    -994,     987,42601,2440,Bearish
2019-12-03,14095,9674,   -3934,   -1704,42146,4421,Bearish Reversal
2019-11-26,18029,11378,      -4,     261,44884,6651,Bearish Reversal
2019-11-19,18032,11117,    -697,     363,46589,6915,Bearish
2019-11-12,18729,10754,     267,     525,46371,7975,Bearish
2019-11-05,18462,10229,    -691,    -839,45370,8233,Bullish Reversal
2019-10-29,19153,11067,    2369,     501,45936,8086,Bullish
2019-10-22,16784,10566,       1,     264,43791,6218,Bearish
2019-10-15,16782,10302,    3447,     578,42866,6480,Bullish
2019-10-08,13335,9724,   -1675,      68,40562,3611,Bearish Reversal
2019-10-01,15010,9656,    1062,   -1536,41303,5354,Bullish
2019-09-24,13948,11192,   -2350,    1852,40586,2756,Bearish Reversal
2019-09-17,16298,9340,    1837,     258,49948,6958,Bullish
2019-09-10,14461,9082,     179,    -309,40842,5379,Bullish
2019-09-03,14282,9391,     204,    -110,40017,4891,Bullish Reversal
2019-08-27,14078,9501,    -408,    -269,40023,4577,Bearish
2019-08-20,14486,9770,    -345,    -221,38354,4716,Bearish Reversal
2019-08-13,14830,9991,   -1945,    1024,38828,4839,Bearish Reversal
2019-08-06,16775,8967,    1681,   -1132,40983,7808,Bullish Reversal
2019-07-30,15094,10099,     796,     468,45643,4995,Bullish
2019-07-23,14298,9631,    -681,    -252,44925,4667,Bearish
2019-07-16,14979,9883,    2384,     875,43219,5096,Bullish
2019-07-09,12595,9009,   -1476,    -141,42165,3586,Bearish
2019-07-02,14070,9150,   -1462,   -1868,41814,4920,Bullish Reversal
2019-06-25,15532,11018,     527,     308,43391,4514,Bullish Reversal
2019-06-18,15005,10710,    1183,    -799,49541,4295,Bullish
2019-06-11,13822,11509,    1540,      70,43984,2313,Bullish Reversal
2019-06-04,12281,11440,   -1621,    1081,44544,841,Bearish Reversal
2019-05-28,13902,10358,    1120,     168,44743,3544,Bullish
2019-05-21,12782,10190,    1120,     824,43256,2592,Bullish Reversal
2019-05-14,11663,9366,     385,   -3780,43292,2297,Bullish
2019-05-07,11277,13147,   -1750,    -362,41776,-1870,Bearish Reversal
2019-04-30,13027,13509,     474,    -252,43989,-482,Bullish
2019-04-23,12553,13761,     759,     263,43451,-1208,Bullish
2019-04-16,11794,13499,    -593,    2590,41813,-1705,Bearish
2019-04-09,12387,10908,      78,      27,40204,1479,Bullish
2019-04-02,12309,10881,      87,     142,39308,1428,Bearish
2019-03-26,12222,10740,    -325,   -1357,38725,1482,Bullish Reversal
2019-03-19,12547,12096,    1452,   -1730,39868,451,Bullish Reversal
2019-03-12,11096,13826,    1747,     235,51567,-2730,Bullish
2019-03-05,9348,13591,    -237,     116,46534,-4243,Bearish
2019-02-26,9585,13475,    1261,       7,44657,-3890,Bullish
2019-02-19,8323,13468,     816,     602,44320,-5145,Bullish
2019-02-12,7507,12866,      47,     703,43001,-5359,Bearish Reversal
2019-02-05,7460,12163,     -65,     935,43092,-4703,Bearish Reversal
2019-01-29,7526,11228,     -65,     797,43546,-3702,Bearish
2019-01-22,7591,10431,     523,     421,41357,-2840,Bullish Reversal
2019-01-15,7068,10010,    -323,    1410,41781,-2942,Bearish
2019-01-08,7391,8600,      64,    -485,41062,-1209,Bullish
2018-12-31,7327,9085,   -3126,     789,40798,-1758,Bearish Reversal
2018-12-24,10453,8296,    -217,   -1675,41653,2157,Bullish Reversal
2018-12-18,10670,9972,     830,    -477,54430,698,Bullish
2018-12-11,9840,10449,    1721,     265,50696,-609,Bullish
2018-12-04,8119,10183,   -3206,    1604,48620,-2064,Bearish
2018-11-27,11324,8579,    1275,    -576,48146,2745,Bullish Reversal
2018-11-20,10050,9155,    1081,    -894,51279,895,Bullish
2018-11-13,8969,10049,   -1564,    -602,49733,-1080,Bearish
2018-11-06,10533,10651,   -1681,     487,48663,-118,Bearish Reversal
2018-10-30,12214,10164,   -1933,   -2127,49653,2050,Bullish Reversal
2018-10-23,14147,12291,    1856,      74,50872,1856,Bullish
2018-10-16,12291,12216,   -2944,    -756,50144,75,Bearish
2018-10-09,15235,12972,   -3339,    1644,49546,2263,Bearish
2018-10-02,18573,11328,    1203,    1216,49441,7245,Bearish
2018-09-25,17370,10112,    1132,    -260,49420,7258,Bullish Reversal
2018-09-18,16238,10372,   -1239,    -166,61679,5866,Bearish
2018-09-11,17477,10538,   -2054,     -70,52726,6939,Bearish Reversal
2018-09-04,19532,10608,    1546,     106,53257,8924,Bullish
2018-08-28,17985,10502,    1625,     356,49255,7483,Bullish
2018-08-21,16360,10146,    -746,     533,47967,6214,Bearish
2018-08-14,17106,9612,    -909,   -1068,47514,7494,Bullish Reversal
2018-08-07,18015,10680,    -758,     552,48994,7335,Bearish
2018-07-31,18773,10129,     950,   -1120,47922,8644,Bullish
2018-07-24,17823,11249,   -3241,   -1977,47891,6574,Bearish Reversal
2018-07-17,21065,13225,    1621,   -1898,49735,7840,Bullish
2018-07-10,19444,15123,    1300,     209,48659,4321,Bullish
2018-07-03,18144,14914,    2405,    1881,48460,3230,Bullish
2018-06-26,15739,13033,     475,    2327,47098,2706,Bearish
2018-06-19,15264,10706,    1888,    -988,45194,4558,Bullish Reversal
2018-06-12,13376,11694,    -968,    -428,58502,1682,Bearish
